sample,grain_number,AFT_age,AFT_age_1sigma,AFT_age_stderr_min,AFT_age_stderr_plus,Dpar
RH40,,20.1705464592384,9.05,9.05,9.05,0.36
RH40,,5.24470612168836,15.71,15.71,15.71,0.43
RH40,,42.5084914757671,125.55,125.55,125.55,0.28
RH40,,5.99472085516107,17.94,17.94,17.94,0.44
RH45,,17.5113014131569,12.14,12.14,12.14,1.22
RH45,,12.2835837957876,6.96,6.96,6.96,1.26
RH45,,20.5751646762341,5.36,5.36,5.36,1.23
RH45,,7.69432890090069,5.42,5.42,5.42,1.37
RH45,,62.5268167672021,22.63,22.63,22.63,1.32
RH45,,7.63,24.08,24.08,24.08,1.09
RH45,,7.86810164202208,7.06,7.06,7.06,1.09
RH45,,36.8416781763316,15.89,15.89,15.89,1.3
RH45,,17.4259957817601,4.08,4.08,4.08,0.97
RH45,,14.7560175534345,3.45,3.45,3.45,1.32
RH45,,5.04214368160353,4.73,4.73,4.73,1.13
RH45,,31.2382427457304,7.26,7.26,7.26,1.21
RH45,,8.19084293067134,2.74,2.74,2.74,1.26
RH45,,168.798568717339,59.09,59.09,59.09,1.54
RH45,,12.9965433800621,3.99,3.99,3.99,1.19
RH45,,14.935416115521,4.78,4.78,4.78,1.02
RH45,,27.335285205584,6.46,6.46,6.46,1.23
RH45,,35.4136991897121,25.22,25.22,25.22,1.4
RH45,,36.2118770897292,10.67,10.67,10.67,1.15
RH45,,11.0863374184853,3.46,3.46,3.46,1.27
RH45,,6.80454564966866,206,206,206,1.14
RH45,,12.0168285322077,9.52,9.52,9.52,1.23
RH45,,29.0644688033817,12.76,12.76,12.76,1.28
RH45,,119.772134350199,58.98,58.98,58.98,0.99
RH45,,10.2890934688872,2.3,2.3,2.3,1.17
RH45,,41.9400670718346,15.06,15.06,15.06,1.26
RH45,,33.1614763932449,9.01,9.01,9.01,1.27
RH45,,28.6309188548051,4.85,4.85,4.85,1.21
RH45,,3.68295394143266,9.55,9.55,9.55,1.42
RH45,,23.3275209594997,19.43,19.43,19.43,1.53
RH45,,11.8456814615323,35.85,35.85,35.85,1.47
RH45,,12.182662873439,4.37,4.37,4.37,1.25
RH45,,18.4064490726457,5.75,5.75,5.75,1.1
RH45,,31.2344204627051,26.16,26.16,26.16,1.47
RH45,,19.6425147460167,3.91,3.91,3.91,1.21
RH45,,16.1826896128973,8.49,8.49,8.49,1.66
RH45,,82.8227877376051,38.27,38.27,38.27,1.4
RH50,,4.73143707581631,14.17,14.17,14.17,1.2
RH50,,10.6408541065134,10.68,10.68,10.68,1.37
RH50,,15.6369023845542,15.71,15.71,15.71,1.3
RH50,,15.8574060205096,15.91,15.91,15.91,1.45
RH50,,17.859486370613,17.89,17.89,17.89,1.54
RH50,,22.1710277485464,10.07,10.07,10.07,1.52
RH50,,23.9934832487943,8.71,8.71,8.71,1.67
RH50,,24.2347401355023,6.28,6.28,6.28,1.37
RH50,,25.6574797673455,10.09,10.09,10.09,1.55
RH50,,25.9988905605513,9.5,9.5,9.5,1.3
RH50,,26.5960976759841,6.41,6.41,6.41,1.28
RH50,,29.2803436425392,17.15,17.15,17.15,1.52
RH50,,29.7157671696055,17.38,17.38,17.38,1.26
RH50,,31.5045851432407,22.48,22.48,22.48,1.33
RH50,,32.6997122761474,32.89,32.89,32.89,1.55
RH50,,33.0314012036139,9.35,9.35,9.35,1.28
RH50,,64.460386152699,23.41,23.41,23.41,1.13
RH50,,70.3425676734528,40.95,40.95,40.95,1.23
RH50,,72.4982345780941,28.08,28.08,28.08,1.19
RH50,,120.662358612236,61.28,61.28,61.28,1.13
RH50,,153.401289563729,46.14,46.14,46.14,1.53
RH50,,183.331478631198,83.89,83.89,83.89,1.57
RH50,,205.091532164593,93.58,93.58,93.58,1.2
RH50,,243.832784882002,123.13,123.13,123.13,1.31
RH50,,273.248155193715,89.52,89.52,89.52,1.51
RH65,,82.8414843029979,59,59,59,1.16
RH65,,14.3472959391105,14.44,14.44,14.44,1.18
RH65,,20.7924390623829,7.68,7.68,7.68,1.31
RH65,,29.4579284918606,15.1,15.1,15.1,1.54
RH65,,29.0747389051826,11.38,11.38,11.38,1.44
RH65,,17.8575188398501,2.69,2.69,2.69,1.14
RH65,,6.39124137818247,6.43,6.43,6.43,1.53
RH65,,80.4666776564378,57.56,57.56,57.56,1.21
RH65,,48.4534818103507,48.59,48.59,48.59,1.34
RH65,,48.476251506276,19.02,19.02,19.02,1.65
RH70,,8.32487640962064,24.92,24.92,24.92,1.49
RH70,,4.31623491013063,3.11,3.11,3.11,1.44
RH70,,8.66522575105132,5.11,5.11,5.11,1.47
RH70,,14.2796390044803,5.64,5.64,5.64,1.45
RH70,,13.8090139684869,3.75,3.75,3.75,1.33
RH70,,6.40137960056623,19.17,19.17,19.17,1.59
RH70,,4.95770801379088,5,5,5,1.5
RH70,,3.92772288684125,3.95,3.95,3.95,1.3
RH70,,9.23094868711901,5.44,5.44,5.44,1.34
RH70,,12.2355094654061,8.78,8.78,8.78,1.42
RH70,,22.1095434626178,9.37,9.37,9.37,1.38
RH70,,3.4132188286595,2.01,2.01,2.01,1.33
RH70,,7.59415442345407,5.44,5.44,5.44,1.31
RH70,,3.28421339788785,3.31,3.31,3.31,1.44
RH70,,12.6693237999319,4.48,4.48,4.48,1.39
RH70,,7.30180444696738,3.11,3.11,3.11,1.43
RH70,,24.2955584349025,12.47,12.47,12.47,1.32
RH70,,3.53416395806015,2.08,2.08,2.08,1
RH70,,4.06315089856075,1.87,1.87,1.87,1.26
RH70,,16.5644973271976,8.49,8.49,8.49,1.49
RH70,,12.2542347466551,3.36,3.36,3.36,1.34
RH70,,9.74301715126773,6.99,6.99,6.99,1.49
RH70,,16.7088147137326,3.38,3.38,3.38,1.45
RH70,,16.0701879031508,5.94,5.94,5.94,1.5
RH70,,30.8446503942797,8.99,8.99,8.99,1.33
RH70,,17.8269493083086,9.13,9.13,9.13,1.35
RH70,,6.73811829603206,1.68,1.68,1.68,1.19
RH70,,13.2290739636253,3.62,3.62,3.62,1.45
RH70,,35.5797612571383,12.52,12.52,12.52,1.39
RH70,,14.683712315797,6.77,6.77,6.77,1.45
RH70,,28.2798922929228,13.05,13.05,13.05,1.46
RH70,,3.52154539087098,10.53,10.53,10.53,1.53
RV30a,,1.52532566484249,4.59,4.59,4.59,1.33
RV30a,,9.11778609968331,27.2,27.2,27.2,1.17
RV30a,,16.8162721915218,50,50,50,1.08
RV30a,,2.55283185130232,7.65,7.65,7.65,1.28
RV30a,,9.16669648728819,9.19,9.19,9.19,0.95
RV30a,,2.78963086198722,8.35,8.35,8.35,1.15
RV30a,,18.0385785858725,53.78,53.78,53.78,1.29
RV30a,,4.25409020848504,12.72,12.72,12.72,1.25
RV30a,,9.13635695916189,5.29,5.29,5.29,1.27
RV30a,,19.2335573512007,57.07,57.07,57.07,1.21
RV30a,,110.086892297155,17.44,17.44,17.44,1.29
RV30a,,48.4901634538048,142.47,142.47,142.47,1.1
RV30a,,11.235130331291,33.56,33.56,33.56,1.23
RV30a,,20.7953419754187,8.57,8.57,8.57,1.2
RV30a,,62.7162052265436,10.52,10.52,10.52,1.48
RV30a,,2.79546564460632,8.37,8.37,8.37,1.07
RV30a,,44.3481261134992,15.94,15.94,15.94,1.28
RV30a,,66.074382022579,16.47,16.47,16.47,2.48
RV30a,,14.500517677081,8.43,8.43,8.43,1.18
RV30a,,2.95014198899604,2.09,2.09,2.09,1.52
RV30a,,2.70115619681475,8.09,8.09,8.09,1.23
RV30a,,0.57067488261938,1.72,1.72,1.72,1.14
RV30a,,17.562736314091,10.19,10.19,10.19,1.09
RV30a,,4.13830146869901,4.14,4.14,4.14,0.95
RV30a,,4.24040468575475,3,3,3,1.04
RV30a,,6.63543109672509,6.66,6.66,6.66,1.22
RV30a,,0.26700060893854,0.8,0.8,0.8,1.18
RV30a,,9.47470976845831,3.48,3.48,3.48,1.17
RV30b,,7.92915676570415,23.73,23.73,23.73,1.27
RV30b,,4.15472145696983,4.18,4.18,4.18,1.31
RV30b,,5.61385299758953,5.63,5.63,5.63,1.59
RV30b,,14.6382923705608,6.62,6.62,6.62,1.12
RV30b,,1.27380893349424,1.28,1.28,1.28,1.18
RV30b,,107.377047268743,16.55,16.55,16.55,2.04
RV30b,,6.29696026101819,18.77,18.77,18.77,1.35
RV30b,,5.23923348621097,5.25,5.25,5.25,1.24
RV30b,,46.2185230197715,32.77,32.77,32.77,2.22
RV30b,,16.2142034237786,16.23,16.23,16.23,1.19
RV30b,,3.42399972271247,1.55,1.55,1.55,1.59
RV30b,,5.55345212842834,3.94,3.94,3.94,1.28
RV30b,,93.8553998541124,27.74,27.74,27.74,2.23
RV30b,,57.3823179495149,9.71,9.71,9.71,2.12
RV30b,,5.93024471427767,5.93,5.93,5.93,1.08
RV30b,,10.1111702753445,7.15,7.15,7.15,1.12
RV30b,,12.0375742282583,4.3,4.3,4.3,1.17
RV30b,,103.607015410361,26.54,26.54,26.54,2.23
RV30b,,19.229102618834,6.85,6.85,6.85,1.21
RV30b,,97.4326187664592,25.96,25.96,25.96,2.14
RV30b,,8.39832601420954,4.86,4.86,4.86,1.37
RV30b,,1.80272642776375,5.43,5.43,5.43,1.31
RV30b,,1.70440889328194,5.13,5.13,5.13,1.24
RV30b,,56.7147739623844,13.6,13.6,13.6,1.98
RV30b,,8.6363043557264,6.11,6.11,6.11,1.53
RV30b,,2.96793139541278,8.89,8.89,8.89,1.19
RV30b,,2.38063675462742,7.14,7.14,7.14,1.31
RV25,,4.25372104150234,4.24,4.24,4.24,1.18
RV25,,6.60987749663306,19.8,19.8,19.8,1.35
RV25,,33.7069378150104,33.59,33.59,33.59,1.27
RV25,,34.0196581126034,34.05,34.05,34.05,1.3
RV25,,5.68762414992481,17.01,17.01,17.01,1.19
RV25,,14.3297644666643,42.79,42.79,42.79,1.53
RV25,,13.3549124846193,39.85,39.85,39.85,1.14
RV25,,26.12162074681,18.55,18.55,18.55,1.4
RV25,,5.53157679752254,16.55,16.55,16.55,1.08
RV25,,16.9648483371643,17.02,17.02,17.02,1.12
RV25,,32.9235943009698,97.49,97.49,97.49,1.22
RV25,,10.4298151472774,10.48,10.48,10.48,1.37
RV15,,12.3128154586315,12.37,12.37,12.37,1.21
RV15,,27.8582618203188,27.94,27.94,27.94,1.04
RV15,,89.5956124786939,18.44,18.44,18.44,1.22
RV15,,12.6203347247255,8.96,8.96,8.96,1.31
RV15,,9.75311696517958,29.14,29.14,29.14,1.3
RV15,,10.7699838226468,32.17,32.17,32.17,0.91
RV15,,9.29126560141888,27.65,27.65,27.65,1.03
RV15,,22.809062582024,67.78,67.78,67.78,0.99
RV15,,30.4291584587691,90.06,90.06,90.06,0.96
RV15,,5.27266579160095,15.84,15.84,15.84,1.02
RV15,,5.07825880049047,15.19,15.19,15.19,1.16
RV15,,29.872306115686,88.44,88.44,88.44,1.02
RV30c,,4.45149159021867,3.17,3.17,3.17,1.4
RV30c,,1.80990215118699,5.41,5.41,5.41,1.43
RV30c,,22.0541462459542,15.65,15.65,15.65,1.57
RV30c,,25.0361271602516,8.42,8.42,8.42,1.17
RV30c,,9.45792773512627,3.89,3.89,3.89,1.49
RV30c,,31.4726114719452,15.83,15.83,15.83,1.36
RV30c,,12.5460490615465,4.52,4.52,4.52,1.39
RV30c,,4.88272925942175,3.47,3.47,3.47,1.28
RV30c,,3.21725259470684,3.22,3.22,3.22,1.32
RV30c,,8.82953681145138,26.34,26.34,26.34,1.45
RV30c,,11.3478492651446,5.73,5.73,5.73,1.53
RV30c,,14.1125897514877,7.11,7.11,7.11,1.26
RV30c,,6.35090868207492,6.34,6.34,6.34,1.18
RV30c,,14.5604548099713,8.44,8.44,8.44,1.43
RV30c,,62.3865382772761,44.28,44.28,44.28,1.4
RV30c,,4.60929701748822,4.6,4.6,4.6,1.47
RV30c,,36.7430517487393,16.56,16.56,16.56,1.37
RV30c,,15.8024864035396,6.05,6.05,6.05,1.5
RV30c,,23.5446496263362,9.68,9.68,9.68,1.23
RV30c,,31.0674902426384,8.04,8.04,8.04,1.18
RV30c,,29.083349612857,13.14,13.14,13.14,1.15
RV30c,,42.9555233783633,15.36,15.36,15.36,1.47
RV30c,,38.9901629000907,14.89,14.89,14.89,1.16
RV30c,,30.1458872631199,15.12,15.12,15.12,1.25
RV30c,,71.9751065460696,20.25,20.25,20.25,1.58
RV30c,,68.7957773748026,17.44,17.44,17.44,2
RV30c,,60.2752811574669,12.93,12.93,12.93,1.43
RV20,,4.42720206464402,13.25,13.25,13.25,1.09
RV20,,9.18158380754119,27.43,27.43,27.43,1.02
RV20,,13.2820408112036,39.62,39.62,39.62,0.97
RV20,,10.1951236042406,30.46,30.46,30.46,1.19
RV20,,1.47430432851401,4.42,4.42,4.42,1.05
RV20,,26.1336731953246,77.52,77.52,77.52,1.14
RV20,,8.48534328348785,25.36,25.36,25.36,1.27
RV20,,14.2670879378737,42.54,42.54,42.54,1.04
RV20,,8.52604796723153,25.5,25.5,25.5,0.92
RV20,,16.6724537831888,49.75,49.75,49.75,1.1
RV20,,2.59235666934036,7.78,7.78,7.78,1.16
RV20,,17.5644052298715,52.4,52.4,52.4,1.21
RV20,,1.44263336538338,4.31,4.31,4.31,1.35
RV20,,7.59445430428705,22.78,22.78,22.78,1.01
RV20,,12.9404525562348,13.01,13.01,13.01,1.42
RV20,,9.81112170552723,9.84,9.84,9.84,1.07
RV20,,3.58497840125386,3.58,3.58,3.58,1.27
RV20,,7.83094504823741,7.85,7.85,7.85,1.23
RV20,,53.5435865498287,11.01,11.01,11.01,1.37
RV20,,80.0372300003339,10.01,10.01,10.01,1.88
B55,,6.94804887871031,20.76,20.76,20.76,1.06
B55,,9.98217710090148,5.86,5.86,5.86,2.55
B55,,18.1046663432728,6.28,6.28,6.28,1.24
B55,,12.9465091771638,38.72,38.72,38.72,1.32
B55,,27.9851479350118,11.73,11.73,11.73,1.27
B55,,58.9951346061142,41.96,41.96,41.96,1.12
B55,,9.98959856423567,4.57,4.57,4.57,1.04
B55,,13.1767352197691,4,4,4,1.1
B55,,13.6404654435691,6.95,6.95,6.95,1.51
B55,,20.1692309586787,7.45,7.45,7.45,1.24
B55,,10.9950640294365,7.85,7.85,7.85,1.36
B55,,13.9017550290423,13.96,13.96,13.96,1.1
B55,,57.2415595369909,57.54,57.54,57.54,1.47
B55,,22.6013738079022,7.18,7.18,7.18,1.27
B55,,32.4740268710712,6.19,6.19,6.19,1.36
B55,,31.0608410860502,18.24,18.24,18.24,1.14
B55,,54.1851512684597,9.88,9.88,9.88,1.36
B55,,21.7069798154197,5.7,5.7,5.7,1.37
B55,,91.1051997012703,38.18,38.18,38.18,1.25
B55,,33.3234265234374,10.97,10.97,10.97,1.13
B55,,5.51875469760773,3.95,3.95,3.95,1.29
B55,,37.0049329522742,16.92,16.92,16.92,1.4
B55,,20.9230049683632,4.75,4.75,4.75,1.18
B55,,13.8005814828057,9.85,9.85,9.85,1.25
B55,,22.0941704947725,8.58,8.58,8.58,1.29
B55,,1.57664127294329,1.58,1.58,1.58,1.21
B55,,8.93303749271948,26.67,26.67,26.67,1.38
B55,,200.417305066786,58.65,58.65,58.65,2.2
B55,,5.20567143790773,5.23,5.23,5.23,1.2
B55,,21.7890166145209,12.78,12.78,12.78,1.14
B25,,45.4591715549767,18.88,18.88,18.88,1.19
B25,,142.611461400743,64.61,64.61,64.61,1.03
B25,,84.6883615193157,29.22,29.22,29.22,1.04
B25,,20.7634756653109,20.91,20.91,20.91,1.39
B25,,1.64726142865061,1.17,1.17,1.17,1.22
B25,,20.0561045550366,59.59,59.59,59.59,1.14
B25,,2.30227530077353,6.9,6.9,6.9,1.04
B25,,10.7980270958699,10.82,10.82,10.82,1.33
B25,,57.9568997592257,24.31,24.31,24.31,2.48
B25,,19.4496124260093,19.53,19.53,19.53,1.24
B25,,8.94525596431968,8.98,8.98,8.98,1.4
B25,,8.98396490841752,5.25,5.25,5.25,1.35
B30,,103.648934897026,29.56,29.56,29.56,1.23
B30,,164.1589571266,82.45,82.45,82.45,1.43
B30,,64.984265399906,16.2,16.2,16.2,1.05
B30,,18.6284128369157,55.55,55.55,55.55,1.3
B30,,184.807877674013,70.75,70.75,70.75,1.21
B30,,196.962169576881,139.23,139.23,139.23,1.24
B30,,16.0644900128619,47.86,47.86,47.86,1.28
B30,,63.4374807459197,20.38,20.38,20.38,1.44
B30,,114.016481416829,80.92,80.92,80.92,1.17
B30,,32.4837121231624,9.25,9.25,9.25,1.27
B30,,72.5255481127891,212.45,212.45,212.45,1.14
B30,,194.034572293625,74.09,74.09,74.09,1.24
B30,,109.828340760208,19.76,19.76,19.76,1.3
B10,,3.49804072571265,10.48,10.48,10.48,1.18
B10,,29.5647927564947,13.46,13.46,13.46,1.53
B10,,21.9316001177228,15.6,15.6,15.6,1.41
B10,,13.4515915492642,13.44,13.44,13.44,1.28
B10,,4.93607825297738,4.98,4.98,4.98,1.26
B10,,9.82051151175133,9.87,9.87,9.87,1.46
B10,,18.8303338795717,3.89,3.89,3.89,1.47
B10,,14.3828039276122,7.29,7.29,7.29,1.44
B10,,10.9710932572747,3.28,3.28,3.28,1.54
B10,,34.3771455111553,101.97,101.97,101.97,1.42
B10,,54.0026484975037,38.38,38.38,38.38,1.44
B10,,70.8147027191225,29.41,29.41,29.41,1.49
B10,,20.4593383573449,6.64,6.64,6.64,1.48
B10,,2.99187018837713,8.97,8.97,8.97,1.06
B10,,16.8704238748911,9.82,9.82,9.82,1.12
B10,,14.1735757135473,4.84,4.84,4.84,1.34
B10,,9.7527926815481,5.66,5.66,5.66,1.16
B10,,16.911218219639,4.93,4.93,4.93,1.36
B10,,5.38372647942297,5.4,5.4,5.4,1.14
B10,,10.114895839666,10.17,10.17,10.17,1.48
B10,,13.2540307202164,3.81,3.81,3.81,1.4
B10,,14.5491971371539,5.25,5.25,5.25,1.25
B10,,23.8030644376672,6.6,6.6,6.6,1.32
B10,,13.1102346624071,4.75,4.75,4.75,1.52
B10,,9.99751559914408,3.86,3.86,3.86,1.56
B10,,2.64707306686679,2.66,2.66,2.66,1.14
B10,,21.2639224308447,8.21,8.21,8.21,0.96
B10,,5.62296793057545,5.64,5.64,5.64,1.18
B10,,9.27259377337865,6.58,6.58,6.58,1.14
B10,,28.2613007167663,16.46,16.46,16.46,1.37
B10,,38.6628477710438,12.54,12.54,12.54,1.39
B10,,7.5120951280602,7.52,7.52,7.52,1.19
B10,,8.85140146527752,6.31,6.31,6.31,1.19
B10,,18.092162878304,10.54,10.54,10.54,1.22
B10,,59.1378444116797,34.48,34.48,34.48,1.8
B10,,29.7574240052915,12.43,12.43,12.43,1.71
B10,,16.8154270474789,9.87,9.87,9.87,1.23
B10,,37.6542681839825,19.13,19.13,19.13,1.3
B10,,11.2540195086975,11.29,11.29,11.29,1.48
B10,,41.1749697398591,18.6,18.6,18.6,1.35
B60,,20.8253570079812,12.1,12.1,12.1,1.36
B60,,31.0349900777837,18.09,18.09,18.09,1.3
B60,,13.7054577810549,7.97,7.97,7.97,1.14
B60,,11.4681277375406,11.53,11.53,11.53,1.57
B60,,90.6487914838503,19.55,19.55,19.55,1.15
B60,,68.3662259433493,11.46,11.46,11.46,1.12
B60,,388.825713447477,102.87,102.87,102.87,1.92
B60,,34.2583735933975,10.07,10.07,10.07,1.21
B60,,67.6121652120146,20.84,20.84,20.84,1.97
B60,,191.435401869023,15.31,15.31,15.31,1.36
B60,,108.533325350005,62.78,62.78,62.78,1.28
B60,,20.706585809738,8.54,8.54,8.54,1.45
B60,,17.7118166656377,15.85,15.85,15.85,1.23
B60,,35.2680193836371,8,8,8,1.22
B60,,37.5300801739731,7.61,7.61,7.61,1.47
B60,,169.756883590707,30.89,30.89,30.89,1.51
B60,,32.0877595377649,4.29,4.29,4.29,1.33
B60,,4.78731839643644,14.31,14.31,14.31,1.53
B60,,37.5238177144607,10.41,10.41,10.41,1.55
B60,,36.4844431230359,6.59,6.59,6.59,1.16
B60,,53.4490017629718,17.19,17.19,17.19,1.08
B60,,193.225008717676,27.64,27.64,27.64,1.47
