well,depth_top,depth_bottom,strat_unit
WED-01,1529.7940673828,1560.7523193359,XXD
WED-01,1560.7523193359,1574.7299804688,ATBR3
WED-01,1574.7299804688,1590.7043457031,ATBRM
WED-01,1590.7043457031,1619.6340332031,ATBR2
WED-01,1619.6340332031,1661.4820556641,ATBRL
WED-01,1661.4820556641,1743.0888671875,ATBR1
WED-01,1743.0888671875,1948.6300048828,ATWDU
WED-01,1948.6300048828,2013.6300048828,ATWDM
WED-01,2013.6300048828,2015.6300048828,ATWDL
WED-01,2015.6300048828,2015.6300048828,FAULT
WED-01,2015.6300048828,2199.6298828125,ATWDL
WED-01,2199.6298828125,2199.6298828125,FAULT
WED-01,2199.6298828125,2230.6298828125,ATPO
WED-01,2230.6298828125,2273.6298828125,ATAL
WWK-01,0,168,NUMS
WWK-01,168,245,NUOT
WWK-01,245,718.8616333008,NUBA
WWK-01,718.8616333008,782.3684082031,NMVFO
WWK-01,782.3684082031,883.6464233398,NMRFC
WWK-01,883.6464233398,995.6464233398,NLFFY
WWK-01,995.6464233398,1001.1708374024,NLFFD
WWK-01,1001.1708374024,1047.0391845703,NLLFC
WWK-01,1047.0391845703,1075.4232177734,CKHM
WWK-01,1075.4232177734,1501.8040771484,SLDNA
WWK-01,1501.8040771484,1516.9239501953,ATBRU
WWK-01,1516.9239501953,1566.5180664063,ATBR3
WWK-01,1566.5180664063,1618.5671386719,ATBRM
WWK-01,1618.5671386719,1654.4655761719,ATBR2
WWK-01,1654.4655761719,1699.5307617188,ATBRL
WWK-01,1699.5307617188,1745.9448242188,ATBR1
WWK-01,1745.9448242188,1997.5400390625,ATWDU
WWK-01,1997.5400390625,2061.0068359375,ATWDM
WWK-01,2061.0068359375,2230.4645996094,ATWDL
WWK-01,2230.4645996094,2252.3601074219,ATPO
WWK-01,2252.3601074219,2692.66015625,ATAL
WWK-01,2692.66015625,2715.806640625,ATRT
WWK-01,2715.806640625,2722.4650878906,RNKPU
WWK-01,2722.4650878906,2744.4035644531,RNKPD
WWK-01,2744.4035644531,2756.6533203125,RNKPR
WWK-01,2756.6533203125,2770.9099121094,RNMUE
WWK-01,2770.9099121094,2806.8293457031,RNMUL
WWK-01,2806.8293457031,2835.6499023438,RNROY
WWK-01,2835.6499023438,2868.875,RNROF
WWK-01,2868.875,2903.2299804688,RNROL
WWK-01,2903.2299804688,2919.5400390625,RNSOC
WWK-01,2919.5400390625,2925.3999023438,RNSOB
WWK-01,2925.3999023438,2941.7199707031,RBMH
WWK-01,2941.7199707031,2955.66015625,RBMDU
WWK-01,2955.66015625,2976.8000488281,RBMDL
WWK-01,2976.8000488281,3021.4599609375,RBMVU
WWK-01,3021.4599609375,3077.0629882813,RBMVL
WWK-01,3077.0629882813,3086.5751953125,RBSHR
WWN-01,0,164,NUMS
WWN-01,164,261,NUOT
WWN-01,261,649.2520141602,NUBA
WWN-01,649.2520141602,692.299987793,NMVFO
WWN-01,692.299987793,783.6039428711,NMRFC
WWN-01,783.6039428711,945.867980957,NLFFY
WWN-01,945.867980957,951.75,NLFFD
WWN-01,951.75,991.2299804688,NLLFC
WWN-01,991.2299804688,998.791015625,NLLFS
WWN-01,998.791015625,1012.2470092774,CKHM
WWN-01,1012.2470092774,1655.5200195313,SLDNA
WWN-01,1655.5200195313,1661.9100341797,ATBRO
WWN-01,1661.9100341797,1734.7550048828,ATBRU
WWN-01,1734.7550048828,1782.9145507813,ATBR3
WWN-01,1782.9145507813,1800.7550048828,ATBRM
WWN-01,1800.7550048828,1840.7205810547,ATBR2
WWN-01,1840.7205810547,1889.5939941406,ATBRL
WWN-01,1889.5939941406,1937.6130371094,ATBR1
WWN-01,1937.6130371094,2171.2419433594,ATWDU
WWN-01,2171.2419433594,2248.1579589844,ATWDM
WWN-01,2248.1579589844,2338.037109375,ATWDL
WWN-01x,2627,2627,FAULT
WWN-01,2338.037109375,2557.6779785156,ATAL
WWN-01,2557.6779785156,2584.4895019531,ATRT
WWN-01,2584.4895019531,2588.3100585938,RNKPU
WWN-01,2588.3100585938,2613.8100585938,RNKPD
WWN-01,2613.8100585938,2622.3000488281,RNKPR
WWN-01,2622.3000488281,2637.6079101563,RNMUE
WWN-01,2637.6079101563,2678.1333007813,RNMUL
WWN-01,2678.1333007813,2694.875,RNROY
WWN-01,2694.875,2750.7099609375,RNROF
WWN-01,2750.7099609375,2798.0166015625,RNROL
WWN-01,2798.0166015625,2799.7705078125,RNSOC
WWN-01,2799.7705078125,2805.0400390625,RNSOB
WWN-01,2805.0400390625,2823.9418945313,RBMH
WWN-01,2823.9418945313,2832.2829589844,RBMDU
WWN-01,2832.2829589844,2845.005859375,RBMDL
WWN-01,2845.005859375,2906.0324707031,RBMVU
WWN-01,2906.0324707031,2965.669921875,RBMVL
WWN-01,2965.669921875,2987.1000976563,RBSHR
WWS-01,0,178,NUMS
WWS-01,178,272,NUOT
WWS-01,272,749.8099975586,NUBA
WWS-01,749.8099975586,815.0200195313,NMVFO
WWS-01,815.0200195313,924.3770141602,NMRFC
WWS-01,924.3770141602,1057.5850830078,NLFFY
WWS-01,1057.5850830078,1065.8280029297,NLFFD
WWS-01,1065.8280029297,1145.4699707031,NLFFC
WWS-01,1145.4699707031,1185.8659667969,CKHM
WWS-01,1185.8659667969,1729.0780029297,SLDNA
WWS-01,1729.0780029297,1741.3480224609,ATBRO
WWS-01,1741.3480224609,1824.4859619141,ATBRU
WWS-01,1824.4859619141,1850.2700195313,ATBR3
WWS-01,1850.2700195313,1894.1474609375,ATBRM
WWS-01,1894.1474609375,1917.1209716797,ATBR2
WWS-01,1917.1209716797,1965.7235107422,ATBRL
WWS-01,1965.7235107422,1989.875,ATBR1
WWS-01,1989.875,2041.1800537109,ATWDU
WWS-01,2041.1800537109,2068.4399414063,ATWDM
WWS-01,2068.4399414063,2255.2758789063,ATWDL
WWS-01,2255.2758789063,2278.5649414063,ATPO
WWS-01,2278.5649414063,2582.7900390625,ATAL
WWS-01,2582.7900390625,2608.4230957031,ATRT
WWS-01,2608.4230957031,2629.6381835938,RNKPD
WWS-01,2629.6381835938,2637.7751464844,RNKPR
WWS-01,2637.7751464844,2649.5478515625,RNMUE
WWS-01,2649.5478515625,2689.9382324219,RNMUL
WWS-01,2689.9382324219,2706.7429199219,RNROY
WWS-01,2706.7429199219,2750.6298828125,RNROF
WWS-01,2750.6298828125,2784.4279785156,RNROL
WWS-01,2784.4279785156,2805.4619140625,RNSOC
WWS-01,2805.4619140625,2809.2141113281,RNSOB
WWS-01,2809.2141113281,2830.3813476563,RBMH
WWS-01,2830.3813476563,2838.8686523438,RBMDU
WWS-01,2838.8686523438,2861.0778808594,RBMDL
WWS-01,2861.0778808594,2937.0100097656,RBMVU
WWS-01,2937.0100097656,3007.5100097656,RBMVL
WWS-01,3007.5100097656,3060.0100097656,RBSHR
AND-01,-0.0200195313,623.9544067383,NU
AND-01,623.9544067383,649.946472168,NMVFO
AND-01,649.946472168,664.9419555664,NMVFV
AND-01,664.9419555664,779.9066162109,NMRFC
AND-01,779.9066162109,819.8933105469,NLFFY
AND-01,819.8933105469,825.8912963867,NLFFD
AND-01,825.8912963867,842.8856201172,NLLFC
AND-01,842.8856201172,1508.7137451172,SLDNA
AND-01,1508.7137451172,1541.7091064453,ATBRM
AND-01,1541.7091064453,1575.7062988281,ATBR2
AND-01,1575.7062988281,1623.7023925781,ATBRL
AND-01,1623.7023925781,1641.7010498047,ATBR1
AND-01,1641.7010498047,1887.6682128906,ATWDU
AND-01,1887.6682128906,1905.6646728516,ATWDM
AND-01,1905.6646728516,1979.6500244141,ATWDL
AND-02,-0.1599731445,194.8400268555,MUMS
AND-02,194.8400268555,387.8400268555,NUOT
AND-02,387.8400268555,609.8400268555,NUBA
AND-02,609.8400268555,682.8400268555,NMVFO
AND-02,682.8400268555,703.8400268555,NMVFV
AND-02,703.8400268555,829.8400268555,NMRFC
AND-02,829.8400268555,847.8400268555,NLFFY
AND-02,847.8400268555,887.8400268555,NLLFC
AND-02,887.8400268555,1162.5236816406,SLDNA
AND-02,1162.5236816406,1201.4375,ATBRL
AND-02,1201.4375,1248.3908691406,ATBR1
AND-02,1248.3908691406,1438.2205810547,ATWDU
AND-02,1438.2205810547,1474.2114257813,ATWDM
AND-02,1474.2114257813,1617.1693115234,ATWDL
AND-02,1617.1693115234,1640.1606445313,ATPO
AND-02,1640.1606445313,1687.1430664063,ATAL
AND-02,1687.1430664063,1687.1430664063,FR
AND-03-S2,-0.0100097656,194.9899902344,NUMS
AND-03-S2,194.9899902344,391.9799804688,NUOT
AND-03-S2,391.9799804688,611.9800415039,NUBA
AND-03-S2,611.9800415039,680.9800415039,MNVFO
AND-03-S2,680.9800415039,698.9800415039,NMVFV
AND-03-S2,698.9800415039,756.9800415039,NMRFC
AND-03-S2,756.9800415039,845.9800415039,NLFFY
AND-03-S2,845.9800415039,850.9800415039,NLFFD
AND-03-S2,850.9800415039,885.9800415039,NLFFC
AND-03-S2,885.9800415039,1157.9799804688,SLDNA
AND-03-S2,1157.9799804688,1195.9799804688,ATBRL
AND-03-S2,1195.9799804688,1242.9799804688,ATBR1
AND-03-S2,1242.9799804688,1262.9799804688,ATWDU
AND-05,-0.0300292969,201.9699707031,NUMS
AND-05,201.9699707031,401.9699707031,NUOT
AND-05,401.9699707031,616.9699707031,NUBA
AND-05,616.9699707031,687.9643554688,NMVFO
AND-05,687.9643554688,705.9618530273,NMVFV
AND-05,705.9618530273,771.9525146484,NMRFC
AND-05,771.9525146484,865.9221801758,NLFFY
AND-05,865.9221801758,869.920715332,NLFFD
AND-05,869.920715332,905.9075317383,NLLFC
AND-05,905.9075317383,1275.7471923828,SLDNA
AND-05,1275.7471923828,1343.7094726563,ATBRU
AND-05,1343.7094726563,1355.7037353516,ATBR3
AND-05,1355.7037353516,1401.6849365234,ATBRM
AND-05,1401.6849365234,1435.6771240234,ATBR2
AND-05,1435.6771240234,1489.6646728516,ATBRL
AND-05,1489.6646728516,1521.6573486328,ATBR1
AND-05,1521.6573486328,1553.6500244141,ATWDU
WED-01,0,61,NUCT
WED-01,61,204.9980010986,NUMS
WED-01,204.9980010986,341.9899902344,NUOT
WED-01,341.9899902344,476.9899902344,NUBA
WED-01,476.9899902344,511.9899902344,NMVFO
WED-01,511.9899902344,577.9899902344,NMRFC
WED-01,577.9899902344,589.9899902344,NLFFS
WED-01,589.9899902344,680.9899902344,NLFFM
WED-01,680.9899902344,689.9899902344,NLFFD
WED-01,689.9899902344,712.9899902344,NLLFC
WED-01,712.9899902344,1504.83203125,SLDNA
WED-01,1504.83203125,1529.7940673828,ATBRU
WED-01,1529.7940673828,1560.7523193359,XXD
WED-01,1560.7523193359,1574.7299804688,ATBR3
WED-01,1574.7299804688,1590.7043457031,ATBRM
WED-01,1590.7043457031,1619.6340332031,ATBR2
WED-01,1619.6340332031,1661.4820556641,ATBRL
WED-01,1661.4820556641,1743.0888671875,ATBR1
WED-01,1743.0888671875,1948.6300048828,ATWDU
WED-01,1948.6300048828,2013.6300048828,ATWDM
WED-01,2013.6300048828,2015.6300048828,ATWDL
WED-01,2015.6300048828,2015.6300048828,F
WED-01,2199.6298828125,2230.6298828125,ATPO
WED-01,2230.6298828125,2273.6298828125,ATAL
WED-02,0,61,NUCT
WED-02,61,204,NUMS
WED-02,204,343,NUOT
WED-02,343,476.9899902344,BNUBA
WED-02,476.9899902344,512.9899902344,NMVFO
WED-02,512.9899902344,578.9899902344,NMRFC
WED-02,578.9899902344,592.9899902344,NLFFS
WED-02,592.9899902344,679.9899902344,NLFFM
WED-02,679.9899902344,688.9899902344,NLFFD
WED-02,688.9899902344,712.9899902344,NLFFC
WED-02,712.9899902344,717.9899902344,NLLFS
WED-02,717.9899902344,1506.8800048828,SLDNA
WED-02,1506.8800048828,1541.8731689453,ATBRU
WED-02,1541.8731689453,1576.8599853516,ATBR3
WED-02,1576.8599853516,1592.8599853516,ATBRM
WED-02,1592.8599853516,1621.8510742188,ATBR2
WED-02,1621.8510742188,1664.833984375,ATBRL
WED-02,1664.833984375,1745.7932128906,ATBR1
WED-02,1745.7932128906,1952.5651855469,ATWDU
WED-02,1952.5651855469,2006.4787597656,ATWDM
WED-02,2006.4787597656,2203.9479980469,ATWDL
WED-02,2203.9479980469,2226.8481445313,ATPO
WED-02,2226.8481445313,2800.0275878906,ATAL
WED-02,2800.0275878906,2836.0043945313,ATRT
WED-02,2836.0043945313,2853.9943847656,RNKPU
WED-02,2853.9943847656,2878.9772949219,RNKPD
WED-02,2878.9772949219,2885.9743652344,RNKPR
WED-02,2885.9743652344,2898.9682617188,RNMUA
WED-02,2898.9682617188,2905.9626464844,RNMUE
WED-02,2905.9626464844,2943.9499511719,RNMUL
WED-02,2943.9499511719,2959.9499511719,RNROY
WED-02,2959.9499511719,3015.9499511719,RNROF
WED-02,3015.9499511719,3058.9499511719,RNROL
WED-02,3058.9499511719,3061.9499511719,RNSOC
WED-02,3061.9499511719,3064.9499511719,RNSOB
WED-02,3064.9499511719,3081.9499511719,RBMH
WED-02,3081.9499511719,3081.9499511719,F
WED-02,3111.9499511719,3144.9499511719,RBMVL
WED-02,3144.9499511719,3292.9499511719,RBSH
WED-02,3292.9499511719,3303.9499511719,ZEUC
WED-02,3303.9499511719,3304.9499511719,ZEZ3
WED-02,3304.9499511719,3312.9499511719,ZEZ2
WED-02,3312.9499511719,3324.9499511719,ZEZ1
WED-02,3324.9499511719,3350.9499511719,ROSL
WED-02,3350.9499511719,3512.9499511719,DCDH
WED-03,0,58.9964523315,NUCT
WED-03,58.9964523315,199.9799957275,NUMS
WED-03,199.9799957275,367.9627685547,NUOT
WED-03,367.9627685547,514.1364746094,NUBA
WED-03,514.1364746094,585.9551391602,NMRFC
WED-03,585.9551391602,592.8296508789,NMRFV
WED-03,592.8296508789,682.548034668,NLFFY
WED-03,682.548034668,697.1628417969,NLFFD
WED-03,697.1628417969,716.6907958984,NLFFC
WED-03,716.6907958984,1679.794921875,SLDNA
WED-03,1679.794921875,1685.5389404297,ATBRM
WED-03,1685.5389404297,1755.498046875,ATBR2
WED-03,1755.498046875,1806.1199951172,ATBRL
WED-03,1806.1199951172,1843.337890625,ATBR1
WED-03,1843.337890625,1912.9625244141,ATWDU
WED-03,1912.9625244141,1972.9876708984,ATWDM
WED-03,1972.9876708984,2196.0673828125,ATWDL
WED-03,2196.0673828125,2220.1120605469,ATPO
WED-03,2220.1120605469,2569.4880371094,ATAL
WED-03,2569.4880371094,2601.0727539063,ATRT
WED-03,2601.0727539063,2614.9099121094,RNKPU
WED-03,2614.9099121094,2639.6416015625,RNKPD
WED-03,2639.6416015625,2647.5659179688,RNKPR
WED-03,2647.5659179688,2660.443359375,RNMUA
WED-03,2660.443359375,2672.3303222656,RNMUE
WED-03,2672.3303222656,2710.0134277344,RNMUL
WED-03,2710.0134277344,2726.876953125,RNROY
WED-03,2726.876953125,2785.5234375,RNROF
WED-03,2785.5234375,2818.4501953125,RNROL
WED-03,2818.4501953125,2833.4501953125,RNSOC
WED-03,2833.4501953125,2838.4501953125,RNSOB
WED-03,2838.4501953125,2859.4501953125,RBMH
WED-03,2859.4501953125,2891.4501953125,RBMDU
WED-03,2891.4501953125,2907.4501953125,RBMDL
WED-03,2907.4501953125,2983.4501953125,RBMVU
WED-03,2983.4501953125,3024.4501953125,RBMDL
WED-03,3024.4501953125,3044.4501953125,RBSH
WWN-01-S2,2237.9699707031,2244.9699707031,ATWDM
WWN-01-S2,2244.9699707031,2335.8120117188,ATWDL
WWN-01-S2,2335.8120117188,2555.2287597656,ATAL
WWN-01-S2,2555.2287597656,2581.5686035156,ATRT
WWN-01-S2,2581.5686035156,2585.8120117188,RNKPU
WWN-01-S2,2585.8120117188,2611.2736816406,RNKPD
WWN-01-S2,2611.2736816406,2619.7634277344,RNKPR
WWN-01-S2,2619.7634277344,2635.0654296875,RNMUA
WWN-01-S2,2635.0654296875,2675.1774902344,RNMUL
WWN-01-S2,2675.1774902344,2692.3273925781,RNROY
WWN-01-S2,2692.3273925781,2748.7600097656,RNROF
WWN-01-S2,2748.7600097656,2802.7600097656,RNROL
WWN-01-S2,2802.7600097656,2804.7600097656,RNSOC
WWN-01-S2,2804.7600097656,2810.7600097656,RNSOB
WWN-01-S2,2810.7600097656,2832.7600097656,RBMH
WWN-01-S2,2832.7600097656,2841.7600097656,RBMDU
WWN-01-S2,2841.7600097656,2856.7600097656,RBMDL
WWN-01-S2,2856.7600097656,2925.7600097656,RBMVU
WWN-01-S2,2925.7600097656,2993.7600097656,RBMVL
WWN-01-S2,2993.7600097656,3015.7600097656,RBSHR
WWN-03,10.9994850159,269.9873352051,NUCT
WWN-03,269.9873352051,686.9677734375,NUBA
WWN-03,686.9677734375,731.9656982422,NMVFO
WWN-03,731.9656982422,831.9609985352,NMRFC
WWN-03,831.9609985352,974.9543457031,NLFFY
WWN-03,974.9543457031,979.9540405273,NLFFD
WWN-03,979.9540405273,1017.9522705078,NLLFC
WWN-03,1017.9522705078,1027.9517822266,CKHM
WWN-03,1027.9517822266,1530.1280517578,SLDN
WWN-03,1530.1280517578,1569.6412353516,ATBR3
WWN-03,1569.6412353516,1589.3940429688,ATBRM
WWN-03,1589.3940429688,1633.6708984375,ATBR2
WWN-03,1633.6708984375,1687.5001220703,ATBRL
WWN-03,1687.5001220703,1741.5715332031,ATBR1
WWN-03,1741.5715332031,1874.7045898438,ATWDU
WWN-03,1874.7045898438,1905.072265625,ATWDM
WWN-03,1905.072265625,2107.291015625,ATWDL
WWN-03,2107.291015625,2134.3061523438,ATPO
WWN-03,2134.3061523438,2596.77734375,ATAL
WWN-03,2596.77734375,2652.916015625,ATRT
WWN-03,2652.916015625,2668.5805664063,RNKP
WWN-03,2668.5805664063,2762.7099609375,RNMU
WWN-03,2762.7099609375,2772.2458496094,RNROY
WWN-03,2772.2458496094,2828.0930175781,RNROF
WWN-03,2828.0930175781,2866.001953125,RNROL
WWN-03,2866.001953125,2885.9299316406,RNSOC
WWN-03,2885.9299316406,2893.9299316406,RNSOB
WWN-03,2893.9299316406,2918.9299316406,RBMDU
WWN-03,2918.9299316406,2939.9299316406,RBMDL
WWN-03,2939.9299316406,2975.9299316406,RBMVU
