well,depth_top,depth_bottom,strat_unit
HVB-01,1556.8699951172,1592.921875,ATWDM
HVB-01,1592.921875,1680.9270019531,ATWDL
HVB-01,1680.9270019531,1680.9270019531,FAULT
HVB-01,1680.9270019531,1707.6845703125,ATPO
HVB-01,1707.6845703125,2022.5786132813,ATAL
HVB-01,2022.5786132813,2042.2789306641,ATRT
HVB-01,2042.2789306641,2107.9799804688,RNKPD
HVB-01,2107.9799804688,2115.75,RNKPR
HVB-01,2115.75,2130.3500976563,RNMUE
HVB-01,2130.3500976563,2155.1965332031,RNMUL
HVB-01,2155.1965332031,2167.5400390625,RNROY
HVB-01,2167.5400390625,2242.603515625,RNROF
HVB-01,2242.603515625,2286.4230957031,RNROL
HVB-01,2286.4230957031,2309.6750488281,RNSOC
HVB-01,2309.6750488281,2315.1201171875,RNSOB
HVB-01,2315.1201171875,2356.2346191406,RBMH
HVB-01,2356.2346191406,2373.0915527344,RBMDU
HVB-01,2373.0915527344,2386.4799804688,RBMDL
HVB-01,2386.4799804688,2478.1049804688,RBMVU
HVB-01,2478.1049804688,2546.0100097656,RBMVL
IJS-64,0,469.9899902344,NUBA
IJS-64,469.9899902344,655.4799804688,CKGR
IJS-64,655.4799804688,716.9799804688,KNGLM
IJS-64,716.9799804688,759.9799804688,KNGLG
IJS-64,759.9799804688,921.9699707031,KNGLL
IJS-64,921.9699707031,1014.9600219727,KNNSL
IJS-64,1014.9600219727,1036.9599609375,KNNCU
IJS-64,1036.9599609375,1213.9499511719,KNNSY
IJS-64,1841.0767822266,1841.0767822266,FAULT
IJS-64,1841.0767822266,2041.4172363281,SLDNA
IJS-64,2041.4172363281,2069.3608398438,ATBRL
IJS-64,2069.3608398438,2129.2321777344,ATBR1
IJS-64,2129.2321777344,2240.9562988281,ATWDU
IJS-64,2240.9562988281,2262.8715820313,XX
IJS-64,2262.8715820313,2349.8720703125,ATWDU
IJS-64,2349.8720703125,2383.6169433594,ATWDM
IJS-64,2383.6169433594,2591.4528808594,ATWDL
IJS-64,2591.4528808594,2624.6657714844,ATPO
IJS-64,2624.6657714844,2703.5,ATAL
KDK-01,0,246,NUCT
KDK-01,246,476.9588623047,NUOT
KDK-01,476.9588623047,953.7100219727,NUBA
KDK-01,953.7100219727,1033.5789794922,NMVFO
KDK-01,1033.5789794922,1170.416015625,NMRF
KDK-01,1170.416015625,1212.8620605469,NLLFC
KDK-01,1212.8620605469,1222.0699462891,NLLFG
KDK-01,1222.0699462891,1226.6700439453,NLLFS
KDK-01,1226.6700439453,1233.5655517578,CKHM
KDK-01,1233.5655517578,1262.4020996094,ATBRM
KDK-01,1262.4020996094,1278.8260498047,ATBR2
KDK-01,1278.8260498047,1358.2463378906,ATBRL
KDK-01,1358.2463378906,1442.365234375,ATWDU
KDK-01,1442.365234375,1497.9951171875,ATWDM
KDK-01,1497.9951171875,1555.8488769531,ATWDL
KDK-01x,1620,1620,FAULT
KDK-01,1555.8488769531,1656.1800537109,ATAL
KDK-01,1656.1800537109,1679.9924316406,ATRT
KDK-01,1679.9924316406,1693.2849121094,RNKPD
KDK-01,1693.2849121094,1695.1822509766,RNKPR
KDK-01,1695.1822509766,1727.318359375,RNMUU
KDK-01,1727.318359375,1750.8493652344,RNMUA
KDK-01,1750.8493652344,1772.4320068359,RNMUE
KDK-01,1772.4320068359,1851.5595703125,RNMUL
KDK-01,1851.5595703125,1878.3801269531,RNROY
KDK-01,1878.3801269531,1917.0782470703,RNROF
KDK-01,1917.0782470703,1985.5489501953,RNROL
KDK-01,1985.5489501953,1989.0848388672,RNSOC
KDK-01,1989.0848388672,1999.6922607422,RNSOB
KDK-01,1999.6922607422,2027.6071777344,RBMH
KDK-01,2027.6071777344,2046.5084228516,RBMDC
KDK-01,2046.5084228516,2054.9445800781,RBMDL
KDK-01,2054.9445800781,2116.4375,RBMVU
KDK-01,2116.4375,2157.1491699219,RBMVL
KDK-01,2157.1491699219,2190.1594238281,RBSH
KWK-01,0,734.4444580078,NUCT
KWK-01,734.4444580078,940.7575073242,NMVFO
KWK-01,940.7575073242,957.3900146484,NMVFV
KWK-01,957.3900146484,1020.2590332031,NMRFC
KWK-01,1020.2590332031,1103.3698730469,NLFFY
KWK-01,1103.3698730469,1112.6016845703,NLFFD
KWK-01,1112.6016845703,1148.6838378906,NLFFC
KWK-01,1148.6838378906,1158.8516845703,NLLFS
KWK-01,1158.8516845703,1388.7708740234,ATWDU
KWK-01,1388.7708740234,1458.8267822266,ATWDM
KWK-01,1458.8267822266,1704.9603271484,ATWDL
KWK-01,1704.9603271484,1733.0960693359,ATPO
KWK-01,1733.0960693359,2123.4223632813,ATAL
KWK-01,2123.4223632813,2161.20703125,ATRT
KWK-01,2161.20703125,2181.9714355469,RNKPD
KWK-01,2181.9714355469,2189.5212402344,RNKPR
KWK-01,2189.5212402344,2197.0676269531,RNMUU
KWK-01,2197.0676269531,2227.2568359375,RNMUA
KWK-01,2227.2568359375,2234.8063964844,RNMUE
KWK-01,2234.8063964844,2276.7687988281,RNMUL
KWK-01,2276.7687988281,2305.5126953125,RNROY
KWK-01,2305.5126953125,2348.8935546875,RNROF
KWK-01,2348.8935546875,2413.0715332031,RNROL
KWK-01,2413.0715332031,2416.8452148438,RNSOC
KWK-01,2416.8452148438,2424.3928222656,RNSOB
KWK-01,2424.3928222656,2449.8708496094,RBMH
KWK-01,2449.8708496094,2464.986328125,RBMDU
KWK-01,2464.986328125,2477.2595214844,RBMDL
KWK-01,2477.2595214844,2554.6684570313,RBMVU
KWK-01,2554.6684570313,2612.2133789063,RBMVL
KWK-01,2612.2133789063,2735.5471191406,RBSHR
KWK-01,2735.5471191406,2841.8215332031,RBSHM
KWK-01,2841.8215332031,2846.5278320313,ZEUC
KWK-01,2846.5278320313,2861.5771484375,ZEZ2M
KWK-01,2861.5771484375,2876.6259765625,ZEZ1M
KWK-01,2876.6259765625,2923.7282714844,ROSL
KWK-01,2923.7282714844,3110.1298828125,DCDH
LOZ-01,0,70,NUCT
LOZ-01,70,120,NUMS
LOZ-01,120,318,NUOT
LOZ-01,318,716,NUBA
LOZ-01,716,746,NMVFO
LOZ-01,746,753,NMVFV
LOZ-01,753,850,NMRFC
LOZ-01,850,880,NLFFS
LOZ-01,880,998,NLFFY
LOZ-01,998,1034,NLLFC
LOZ-01,1034,1044,NLLFS
LOZ-01,1044,1080,CKHM
LOZ-01,1080,1854,SLDNA
LOZ-01,1854,1902,ATBR3
LOZ-01,1902,1954,ATBRM
LOZ-01,1954,1988,ATBR2
LOZ-01,1988,2056,ATBRL
LOZ-01,2056,2105,ATBR1
LOZ-01,2105,2400,ATWDU
LOZ-01,2400,2414,ATWDM
LOZ-01,2414,2458,ATWDL
LOZ-01,2458,2511,ATPO
LOZ-01,2511,3007,ATAL
LOZ-01x,2572,2610,XXD
LOZ-01x,2610,3007,ATAL
LOZ-01,3007,3040,ATRT
LOZ-01,3040,3062,RNKP
MRK-01,0,689.8300170898,NUCT
MRK-01,689.8300170898,898.5579833984,ATWDU
MRK-01,898.5579833984,998.75,ATWDM
MRK-01,998.75,1291.9349365234,ATWDL
MRK-01,1291.9349365234,1320.9110107422,ATPO
MRK-01,1320.9110107422,1711.2940673828,ATAL
MRK-01,1711.2940673828,1757.3000488281,ATRT
MRK-01,1757.3000488281,1768.83203125,RNKPU
MRK-01,1768.83203125,1797.6719970703,RNKPD
MRK-01,1797.6719970703,1814.5085449219,RNKPR
MRK-01,1814.5085449219,1823.666015625,RNMUU
MRK-01,1823.666015625,1839.125,RNMUA
MRK-01,1839.125,1846.8640136719,RNMUE
MRK-01,1846.8640136719,1900.4339599609,RNMUL
MRK-01,1900.4339599609,1914.1280517578,RNROY
MRK-01,1914.1280517578,1990.3800048828,RNROF
MRK-01,1990.3800048828,2034.1600341797,RNROL
MRK-01,2034.1600341797,2042.4219970703,RNSOC
MRK-01,2042.4219970703,2045.8239746094,RNSOB
MRK-01,2045.8239746094,2070.0998535156,RBMDC
MRK-01,2070.0998535156,2079.7941894531,RBMDL
MRK-01,2079.7941894531,2162.2819824219,RBMVU
MRK-01,2162.2819824219,2200.2224121094,RBMVL
MRK-01,2200.2224121094,2303.1760253906,RBSHR
MRK-01,2303.1760253906,2407.2763671875,RBSHM
MRK-01,2407.2763671875,2413.2495117188,ZEUC
MRK-01,2413.2495117188,2495.4421386719,ROSL
MRK-01,2495.4421386719,2721.2399902344,DCDH
NDW-01,0,131,NUCT
NDW-01,131,372,NUKO
NDW-01,372,765,NUBAU
NDW-01,765,803,NUVI
NDW-01,803,902,NUBAL
NDW-01,902,942,NMVFS
NDW-01,942,1061,NMVFO
NDW-01,1061,1275,NMVFV
NDW-01,1275,1297,NMRFT
NDW-01,1297,1373,NMRFC
NDW-01,1373,1397,NMRFV
NDW-01,1397,1458,NLLFC
NDW-01,1458,1483,NLLFG
NDW-01,1483,1526,NLLFS
NDW-01,1526,1531,NLLFL
NDW-01,1531,1583,CKHM
NDW-01x,1583,1603,CKGR
NDW-01,1603,1608,ATAL
NDW-01,1600,1631,ATRT
NDW-01x,1608,1631,ATRT
NDW-01,1631,1648,RNKPU
NDW-01,1648,1651,RNKPD
NDW-01,1631,1656,RNKPC
NDW-01,1651,1656,RNKPM
NDW-01,1656,1706,RNMUU
NDW-01,1706,1747,RNMUA
NDW-01,1747,1767,RNMUE
NDW-01,1767,1870,RNMUL
NDW-01,1870,1917,RNROY
NDW-01,1917,1963,RNROF
NDW-01,1963,2016,RNROL
NDW-01,2016,2030,RNSOC
NDW-01,2030,2035,RNSOB
NDW-01,2035,2092,RBMH
NDW-01x,2035,2094,RBMH
NDW-01,2092,2111,RBMDU
NDW-01x,2094,2111,RBMDU
NDW-01,2111,2120,RBMDL
NDW-01,2120,2215,RBMVU
NDW-01,2215,2237,RBMVL
NDW-01,2237,2280,RBSHR
NDW-01,2280,2572,RBSHN
NDW-01,2572,2583,ZEUC
NDW-01,2572,2584,ZEUC
NDW-01,2583,2592,ZEZ3C
NDW-01,2584,2592,ZEZ3C
NDW-01,2592,2594,ZEZ3G
NDW-01,2594,2621,ZEZ2M
NDW-01,2594,2625,ZEZ2M
NDW-01,2621,2634,ZEZ1M
NDW-01,2625,2634,ZEZ1M
NDW-01,2634,2638,ROSL
NDW-01,2638,2942.5,DCCU
OIW-01,0,180,NUCT
OIW-01,180,356,NUOT
OIW-01,356,834,NUBA
OIW-01,834,935,NMVFO
OIW-01,935,955,NMVFV
OIW-01,955,1050,NMRFC
OIW-01,1050,1077,NMRFV
OIW-01,1077,1098,NLFFY
OIW-01,1098,1200,NLFFD
OIW-01,1200,1241,NLLFC
OIW-01,1241,1252,NLLFG
OIW-01,1252,1285,CKHM
OIW-01,1285,1787,SLDNA
OIW-01,1787,1808,ATBRO
OIW-01,1808,1898,ATBRU
OIW-01,1898,1929,ATBR3
OIW-01,1929,1995,ATBRM
OIW-01,1995,2035,ATBR2
OIW-01,2035,2095,ATBRL
OIW-01,2095,2154,ATBR1
OIW-01,2154,2350,ATWDU
OIW-01,2350,2414,ATWDM
OIW-01,2414,2495.5,ATWDL
OTL-01,0,546.1040039063,NUCT
OTL-01,546.1040039063,636.7873535156,NMVF
OTL-01,636.7873535156,946.8408203125,SLDNA
OTL-01,946.8408203125,987.5231933594,ATBRL
OTL-01,987.5231933594,1076.7180175781,ATBR1
OTL-01,1076.7180175781,1265.4699707031,ATWDU
OTL-01,1265.4699707031,1334.3400878906,ATWDM
OTL-01,1334.3400878906,1549.2724609375,ATWDL
OTL-01,1549.2724609375,1581.9739990234,ATPO
OTL-01,1581.9739990234,2011.6774902344,ATAL
OTL-01,2011.6774902344,2048.5766601563,ATRT
OTL-01,2048.5766601563,2060.8762207031,RNKPU
OTL-01,2060.8762207031,2080.2043457031,RNKPD
OTL-01,2080.2043457031,2088.9899902344,RNKPR
OTL-01,2088.9899902344,2104.8037109375,RNMUA
OTL-01,2104.8037109375,2110.0749511719,RNMUE
OTL-01,2110.0749511719,2151.4438476563,RNMUL
OTL-01,2151.4438476563,2169.1857910156,RNROY
OTL-01,2169.1857910156,2229.5085449219,RNROF
OTL-01,2229.5085449219,2269.1215820313,RNROL
OTL-01,2269.1215820313,2271.7609863281,RNSOC
OTL-01,2271.7609863281,2276.1599121094,RNSOB
OTL-01,2276.1599121094,2293.755859375,RBMDC
OTL-01,2293.755859375,2301.6740722656,RBMDL
OTL-01,2301.6740722656,2388.8210449219,RBMVU
OTL-01,2388.8210449219,2425.8620605469,RBMVL
OTL-01,2425.8620605469,2487.7141113281,RBSHR
OTL-01,2487.7141113281,2584.6899414063,RBSHM
OTL-01,2584.6899414063,2588.2822265625,ZEUC
OTL-01,2588.2822265625,2611.7004394531,ROSL
OTL-01,2611.7004394531,2762.75,DCDH
RKK-10,334.9992980957,620.9799804688,N
RKK-10,620.9799804688,721.9799804688,CKGR
RKK-10,721.9799804688,754.9799804688,KNGLU
RKK-10,754.9799804688,812.4782104492,KNGLM
RKK-10,812.4782104492,856.4638671875,KNGLG
RKK-10,856.4638671875,1010.3756103516,KNGLL
RKK-10,1010.3756103516,1074.8369140625,KNNSL
RKK-10,1074.8369140625,1086.8306884766,KNNCU
RKK-10,1086.8306884766,1300.7628173828,KNNSY
RKK-10,1300.7628173828,1324.7506103516,KNNCA
RKK-10,1324.7506103516,1567.6193847656,SLDNA
RKK-32,0,390,NUMS
RKK-32,390,469.9920654297,NUBA
RKK-32,469.9920654297,550.946472168,NLFF
RKK-32,550.946472168,560.9067993164,NLFFD
RKK-32,560.9067993164,581.8069458008,NLLFC
RKK-32,581.8069458008,656.0208129883,CKGR
RKK-32,656.0208129883,665.860168457,CKTX
RKK-32,665.860168457,692.3353271484,KNGLM
RKK-32,692.3353271484,727.1920166016,KNGLG
RKK-32,727.1920166016,864.9979858398,KNGLL
RKK-32,864.9979858398,951.1389770508,KNNSL
RKK-32,951.1389770508,960.3499755859,KNNCU
RKK-32,960.3499755859,1094.3139648438,KNNSY
RKK-32,1094.3139648438,1103.1450195313,KNNCA
RKK-32,1103.1450195313,1657.7872314453,SLDNA
RKK-32,1657.7872314453,1705.4886474609,ATBR1
RKK-32,1705.4886474609,1720.6600341797,ATWDU
RSB-01,0,83,NUMS
RSB-01,83,200,NUOT
RSB-01,200,260,NUBA
RSB-01,260,436,NMRFC
RSB-01,436,466,NMRFV
RSB-01,466,526,NLFFB
RSB-01,526,654,NLFFS
RSB-01,654,810,NLFFY
RSB-01,810,826,NLFFD
RSB-01,826,885,NLLFC
RSB-01,885,904,NLLFS
RSB-01,904,1353,CKGR
RSB-01,1353,1409,RBSH
RSB-01,1409,1423,ZEUC
RSB-01,1423,1434,ROSL
RSB-01,1434,1689,DCHS
RSB-01,1689,1755,DCCU
RSB-01,1755,2134,DCCR
RSB-01,2134,2927,DCCB
RSB-01,2927,4644.5,DCGE
RSK-01,0,150,NUCT
RSK-01,150,300,NUOT
RSK-01,300,520,NUBA
RSK-01,520,535,NMVF
RSK-01,535,643,NMRFC
RSK-01,643,645,NMRFV
RSK-01,645,676,NLFFB
RSK-01,676,687,NLFFS
RSK-01,687,743,NLFFY
RSK-01,743,754,NLFFD
RSK-01,754,797,NLLFC
RSK-01,797,803,NLLFS
RSK-01,803,850,CKGR
RSK-01,850,905,SLDNA
SMG-01,0,46,NUCT
SMG-01,46,240,NUKO
SMG-01,240,560,NUOT
SMG-01,560,1203,NUBA
SMG-01,1203,1324,NMVFO
SMG-01,1324,1436,NMRFC
SMG-01,1436,1449,NMRFV
SMG-01,1449,1523,NLFFY
SMG-01,1523,1543,NLFFD
SMG-01,1543,1570,NLLFC
SMG-01,1570,1590,NLLFS
SMG-01,1590,1608,CKHM
SMG-01,1608,1736,ATBR1
SMG-01,1736,1830,ATWDU
SMG-01,1830,1882,ATWDM
SMG-01,1882,2014,ATWDL
SMG-01,2014,2043,ATPO
SMG-01,2043,2748,ATAL
SMG-01,2748,2779,ATRT
SMG-01,2779,2800,RNKPU
SMG-01,2800,2835,RNKPD
SMG-01,2835,2847,RNKPR
SMG-01,2847,2852,RNMUA
SMG-01,2852,2870,RNMUE
SMG-01,2870,2912,RNMUL
SMG-01,2912,2935,RNROY
SMG-01,2935,2978,RNROF
SMG-01,2978,3051,RNROL
SMG-01,3051,3055,RNSOC
SMG-01,3055,3057,RNSOB
SMG-01,3057,3072,RBMH
SMG-01,3072,3100,RBMDU
SMG-01,3100,3108,RBMDL
SMG-01,3108,3250,RBMVU
SMG-01,3250,3268,RBMVL
SMG-01,3268,3337.5,RBSH
SPC-01,0,161.9900054932,NUMS
SPC-01,161.9900054932,299.9800109863,NUOT
SPC-01,299.9800109863,666.8731689453,NUBA
SPC-01,666.8731689453,706.8599853516,NMVFO
SPC-01,706.8599853516,806.8372192383,NMRFC
SPC-01,806.8372192383,948.7615966797,NLFFC
SPC-01,948.7615966797,985.5776367188,NLLFC
SPC-01,985.5776367188,995.4935913086,NLLFS
SPC-01,995.4935913086,999.4600219727,CKHM
SPC-01,999.4600219727,1556.1628417969,SLDNA
SPC-01,1556.1628417969,1592.4072265625,ATBRL
SPC-01,1592.4072265625,1666.9500732422,ATBR1
SPC-01,1666.9500732422,1799.0087890625,ATWDU
SPC-01,1799.0087890625,1853.1373291016,ATWDM
SPC-01,1853.1373291016,2101.5541992188,ATWDL
SPC-01,2101.5541992188,2113.7397460938,ATPO
SPC-01,2113.7397460938,2177.6335449219,ATAL
SPC-01,2177.6335449219,2216.7971191406,ATRT
SPC-01,2216.7971191406,2221.6259765625,RNKPD
SPC-01,2221.6259765625,2227.7624511719,RNKPR
SPC-01,2227.7624511719,2233.8916015625,RNMUU
SPC-01,2233.8916015625,2241.7719726563,RNMUA
SPC-01,2241.7719726563,2247.904296875,RNMUE
SPC-01,2247.904296875,2284.7978515625,RNMUL
SPC-01,2284.7978515625,2301.4020996094,RNROY
SPC-01,2301.4020996094,2350.5231933594,RNROF
SPC-01,2350.5231933594,2401.1247558594,RNROL
SPC-01,2401.1247558594,2401.9499511719,RNSOC
SPC-01,2401.9499511719,2406.0424804688,RNSOB
SPC-01,2406.0424804688,2410.9536132813,RBMH
SPC-01,2410.9536132813,2428.4497070313,RBMDC
SPC-01,2428.4497070313,2436.9584960938,RBMDL
SPC-01,2436.9584960938,2469.1076660156,RBMVU
SPC-01,2469.1076660156,2522.1120605469,RBMVL
SPC-01,2522.1120605469,2630.5727539063,RBSHR
SPC-01,2637.0205078125,2662.8115234375,ZEZ1
SPC-01,2662.8115234375,2677.3186035156,ROSL
SPC-01x,2630.5727539063,2677.3186035156,DCHS
SPC-01,2677.3186035156,3028,DCDH
SPC-01x,2972,2972,FAULT
SPC-01x,2972,2988,ZEUC
SPC-01x,2988,3012.5,ROSL
SPC-01x,3012.5,3028,DCHS
SPC-01x,3028,3180,DCCU
SPG-01,0,162,NUMS
SPG-01,162,285,NUOT
SPG-01,285,657.9900512695,NUBA
SPG-01,657.9900512695,714.4899902344,NMVF
SPG-01,714.4899902344,821.3973999023,NMRF
SPG-01,821.3973999023,950.4655761719,NLFF
SPG-01,950.4655761719,996.1704101563,NLLFC
SPG-01,996.1704101563,1000.0350341797,NLLFS
SPG-01,1000.0350341797,1036.4998779297,CKGR
SPG-01,1036.4998779297,1789.8747558594,SLDNA
SPG-01,1789.8747558594,1792.5452880859,ATBRO
SPG-01,1792.5452880859,1854.8491210938,ATBRU
SPG-01,1854.8491210938,1882.9045410156,ATBR3
SPG-01,1882.9045410156,1917.6335449219,ATBRM
SPG-01,1917.6335449219,1943.9388427734,ATBR2
SPG-01,1943.9388427734,1987.302734375,ATBRL
SPG-01,1987.302734375,2032.9240722656,ATBR1
SPG-01,2032.9240722656,2253.580078125,ATWDU
SPG-01,2253.580078125,2470.6059570313,ATWDM
SPG-01,2470.6059570313,2490.54296875,ATPO
SPG-01,2490.54296875,2534.3601074219,ATAL
STH-01,0,405,NUBA
STH-01,405,493,NMVFO
STH-01,493,543.5,NMRFC
STH-01,543.5,595,NMRFV
STH-01,595,647,NLFFB
STH-01,647,755,NLLFS
STH-01,755,978,NLFFY
STH-01,978,1049.5,NLLFC
STH-01,1049.5,1058,NLLFG
STH-01,1058,1577,CKGR
STH-01,1577,1604,RNMUL
STH-01,1604,1621,RNROY
STH-01,1621,1672,RNROF
STH-01,1672,1705,RNROL
STH-01,1705,1708,RNSOC
STH-01,1708,1716,RNSOB
STH-01,1716,1734,RBMDU
STH-01,1734,1741,RBMDL
STH-01,1741,1802,RBMVU
STH-01,1802,1837,RBMVL
STH-01,1837,1938,RBSHR
STH-01,1938,2050,RBSHM
STH-01,2050,2072,ZEUC
STH-01,2072,2078,ZEZ1G
STH-01,2078,2092,ROSL
STH-01,2092,2609,DCHS
STH-01,2609,2798,DCDH
STW-01,0,75,NUCT
STW-01,75,213.7386016846,NUMS
STW-01,213.7386016846,318.2380065918,NUOT
STW-01,318.2380065918,364.7211914063,NUBA
STW-01,364.7211914063,486.4204101563,NMRFC
STW-01,486.4204101563,563.4512939453,NMRFV
STW-01,563.4512939453,636.3159790039,NLFFB
STW-01,636.3159790039,742.4840087891,NLFFS
STW-01,742.4840087891,1014.575012207,NLFFY
STW-01,1014.575012207,1024.3900146484,NLFFD
STW-01,1024.3900146484,1094.3468017578,NLLFC
STW-01,1094.3468017578,1148.7945556641,CKHM
STW-01,1148.7945556641,1679.4093017578,CKGR
STW-01,1679.4093017578,1733.0706787109,SLDNA
STW-01,1733.0706787109,1894.7440185547,ATAL
STW-01,1894.7440185547,1915.2336425781,ATRT
STW-01,1915.2336425781,1922.8415527344,RNKPU
STW-01,1922.8415527344,1940.3400878906,RNKPD
STW-01,1940.3400878906,1951.751953125,RNKPR
STW-01,1951.751953125,1961.6424560547,RNMUA
STW-01,1961.6424560547,1966.2071533203,RNMUE
STW-01,1978.3800048828,1992.1721191406,RNMUL
STW-01,1966.2071533203,1998.6624755859,RNMUL
STW-01,1992.1721191406,2017.3223876953,RNROY
STW-01,1998.6624755859,2017.3223876953,RNROY
STW-01,2017.3223876953,2061.2646484375,RNROF
STW-01,2061.2646484375,2080.5651855469,RNROL
STW-01,2080.5651855469,2087.5834960938,RNSOC
STW-01,2087.5834960938,2090.2155761719,RNSOB
STW-01,2090.2155761719,2106.0068359375,RBMH
STW-01,2106.0068359375,2129.6938476563,RBMDU
STW-01,2129.6938476563,2137.5895996094,RBMDL
STW-01,2137.5895996094,2210.9189453125,RBMVU
STW-01,2210.9189453125,2264.2331542969,RBMVL
STW-01,2264.2331542969,2316.2795410156,RBSHR
STW-01,2316.2795410156,2362.3745117188,RBSHM
STW-01,2362.3745117188,2377.513671875,ZEUC
STW-01,2377.513671875,2387.921875,ROSL
STW-01,2387.921875,2617.6499023438,DCHS
VEH-01,0,226,NUCT
VEH-01,226,377,NUOT
VEH-01,377,730,NUBAU
VEH-01,730,760,NUVIH
VEH-01,760,860,NUBAL
VEH-01x,760,861,NUBAL
VEH-01,860,935,NMVFS
VEH-01x,861,935,NMVFS
VEH-01,935,1047,NMVFO
VEH-01,1047,1103,NMVFV
VEH-01x,1047,1103,NMVFV
VEH-01,1103,1122,NMRFT
VEH-01x,1103,1213,NMRFC
VEH-01,1122,1213,NMRFC
VEH-01,1213,1229,NMRFV
VEH-01,1213,1258,NLFFY
VEH-01x,1229,1259,NLFFY
VEH-01,1258,1279,NLFFD
VEH-01x,1259,1279,NLFFD
VEH-01,1279,1363,NLLFR
VEH-01,1363,1395,NLLFC
VEH-01,1395,1412,NLLFG
VEH-01,1412,1423,NLLFS
VEH-01,1423,1425,NLLFL
VEH-01,1425,1470,CKHM
VEH-01,1470,1485,ATBR3
VEH-01,1485,1607,ATBRM
VEH-01,1607,1656,ATBR2
VEH-01,1656,1715,ATBRL
VEH-01,1715,1755,ATBR1
VEH-01,1755,1951,ATWDU
VEH-01,1951,1996,ATWDM
VEH-01,1996,2060,ATWDL
VEH-01,2060,2106,ATPO
VEH-01,2106,2124,ATAL
VRK-01,0,148,NUCT
VRK-01,148,219,NUMS
VRK-01,219,350,NUOT
VRK-01,350,854,NUBA
VRK-01,854,909.5,NM
VRK-01,909.5,1002.5,NLFFY
VRK-01,1002.5,1022,NLFFS
VRK-01,1022,1161.5,ATAL
VRK-01,1161.5,1193,ATRT
VRK-01,1193,1225,RNKPD
VRK-01,1225,1245,RNKPR
VRK-01,1245,1265,RNKPL
VRK-01,1265,1325,RNMUU
VRK-01,1325,1349.5,RNMUA
VRK-01,1349.5,1382,RNMUE
VRK-01,1382,1471,RNMUL
VRK-01,1471,1506,RNROY
VRK-01,1506,1553,RNROF
VRK-01,1553,1588,RNROL
VRK-01,1588,1623,RNSOC
VRK-01,1623,1702.5,RBMH
VRK-01,1702.5,1734,RBMDC
VRK-01,1734,1740,RBMDL
VRK-01,1740,1847,RBMVU
VRK-01,1847,1860,RBMVL
WAA-01,0,635,NU
WAA-01,635,702,NMVFO
WAA-01,702,722,NMVFV
WAA-01,722,865.0000610352,NMRFC
WAA-01,865.0000610352,882,NLFFY
WAA-01,882,887,NLFFD
WAA-01,887,918,NLLFC
WAA-01,918,1046.9799804688,SLDNA
WAA-01,1046.9799804688,1071.9799804688,ATBRL
WAA-01,1071.9799804688,1124.9799804688,ATBR1
WAA-01,1124.9799804688,1451.7559814453,ATWDU
WAA-01,1451.7559814453,1473.7120361328,ATWDM
WAA-01,1473.7120361328,1621.2331542969,ATWDL
WAA-01,1621.2331542969,1649.0699462891,ATPO
WAA-01,1649.0699462891,2462.8100585938,ATAL
WAA-01,2462.8100585938,2501.6240234375,ATRT
WAA-01,2501.6240234375,2525.5112304688,RNKPD
WAA-01,2525.5112304688,2530.4877929688,RNKPR
WAA-01,2530.4877929688,2545.4172363281,RNMUU
WAA-01,2545.4172363281,2560.3469238281,RNMUA
WAA-01,2560.3469238281,2569.3044433594,RNMUE
WAA-01,2569.3044433594,2613.1108398438,RNMUL
WAA-01,2613.1108398438,2641.9890136719,RNROY
WAA-01,2641.9890136719,2692.7783203125,RNROF
WAA-01,2692.7783203125,2746.583984375,RNROL
WAA-01,2746.583984375,2750.5695800781,RNSOC
WAA-01,2750.5695800781,2758.5407714844,RNSOB
WAA-01,2758.5407714844,2771.494140625,RBMH
WAA-01,2771.494140625,2806.3740234375,RBMDU
WAA-01,2806.3740234375,2816.3410644531,RBMDL
WAA-01,2816.3410644531,2874.1496582031,RBMVU
WAA-01,2874.1496582031,2939.9399414063,RBMVL
WAP-01,0,200,NUMS
WAP-01,200,373,NUOT
WAP-01,373,584,NUBA
WAP-01,584,613,NMVFO
WAP-01,613,624,NMVFV
WAP-01,624,721,NMRFC
WAP-01,721,743,NLFFS
WAP-01,743,833,NLFFY
WAP-01,833,842,NLFFD
WAP-01,842,887,NLLFC
WAP-01,887,895,NLLFS
WAP-01,895,903,CKHM
WAP-01,903,1894,SLDNA
WAP-01,1894,1909,ATBRO
WAP-01,1909,1942,ATBRU
WAP-01,1942,1966,ATBR3
WAP-01,1966,2006,ATBRM
WAP-01,2006,2033,ATBR2
WAP-01,2033,2067,ATBRL
WAP-01,2067,2129,ATBR1
WAP-01,2129,2352,ATWDU
WAP-01,2352,2400,ATWDM
WAP-01,2400,2526,ATWDL
WAP-01,2526,2548,ATPO
WAP-01,2548,2600,ATAL
WED-01,0,61,NUCT
WED-01,61,204.9980010986,NUMS
WED-01,204.9980010986,341.9899902344,NUOT
WED-01,341.9899902344,476.9899902344,NUBA
WED-01,476.9899902344,511.9899902344,NMVFO
WED-01,511.9899902344,577.9899902344,NMRFC
WED-01,577.9899902344,589.9899902344,NLFFS
WED-01,589.9899902344,680.9899902344,NLFFY
WED-01,680.9899902344,689.9899902344,NLFFD
WED-01,689.9899902344,712.9899902344,NLLFC
WED-01,712.9899902344,1504.83203125,SLDNA
WED-01,1504.83203125,1529.7940673828,ATBRU
