well,LAT_PALEO,EAR_EOC_YP,EAR_EOC_MY,EAR_EOC_LY,MID_EOC,LAT_EOC,EAR_OLIG,LAT_OLIG,EAR_MIOC,MID_MIOC,EAR_PLIOC,MID_QUART
Well8031,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8032,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8033,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8034,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8035,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8036,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8037,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8038,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8039,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8040,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8041,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8042,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8043,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8044,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8045,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8046,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8047,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8048,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8049,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8050,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8051,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8052,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8053,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8054,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8055,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8056,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8057,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8058,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8059,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8060,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8061,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8062,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8063,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8064,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8065,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8066,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8067,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8068,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8069,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8070,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8071,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8072,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8073,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8074,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8075,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8076,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8077,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8078,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8079,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8080,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8081,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8082,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8083,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8084,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8085,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8086,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8087,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8088,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8089,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8090,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8091,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8092,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8093,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8094,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8095,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8096,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8097,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8098,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8099,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8100,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8101,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8102,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8103,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8104,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8105,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8106,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8107,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8108,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8109,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8110,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8111,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8112,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8113,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8114,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8115,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8116,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8117,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8118,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8119,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8120,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8121,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8122,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8123,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8124,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8125,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8126,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8127,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8128,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8129,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8130,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8131,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8132,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8133,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8134,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8135,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8136,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8137,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8138,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8139,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8140,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8141,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8142,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8143,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8144,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8145,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8146,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8147,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8148,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8149,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8150,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8151,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8152,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8153,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8154,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8155,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8156,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8157,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8158,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8159,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8160,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8161,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8162,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8163,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8164,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8165,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8166,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8167,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8168,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8169,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8170,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8171,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8172,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8173,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8174,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8175,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8176,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8177,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8178,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8179,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8180,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8181,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8182,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8183,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8184,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8185,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8186,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8187,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8188,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8189,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8190,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8191,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8192,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8193,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8194,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8195,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8196,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8197,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8198,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8199,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8200,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8201,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8202,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8203,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8204,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8205,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8206,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8207,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8208,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8209,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8210,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8211,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8212,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8213,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8214,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8215,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8216,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8217,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8218,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8219,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8220,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8221,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8222,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8223,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8224,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8225,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8226,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8227,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8228,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8229,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8230,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8231,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8232,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8233,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8234,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8235,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8236,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8237,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8238,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8239,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8240,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8241,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8242,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8243,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8244,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8245,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8246,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8247,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8248,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8249,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8250,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8251,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8252,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8253,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8254,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8255,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8256,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8257,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8258,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8259,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8260,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8261,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8262,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8263,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8264,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8265,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8266,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8267,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8268,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8269,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8270,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8271,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8272,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8273,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8274,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8275,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8276,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8277,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8278,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8279,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8280,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8281,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8282,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8283,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8284,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8285,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8286,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8287,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8288,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8289,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8290,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8291,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8292,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8293,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8294,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8295,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8296,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8297,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8298,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8299,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8300,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8301,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8302,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8303,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8304,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8305,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8306,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8307,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8308,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8309,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8310,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8311,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8312,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8313,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8314,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8315,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8316,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8317,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8318,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8319,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8320,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8321,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8322,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8323,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8324,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8325,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8326,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8327,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8328,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8329,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8330,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8331,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8332,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8333,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8334,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8335,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8336,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8337,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8338,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8339,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8340,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8341,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8342,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8343,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8344,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well8345,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
