well,LAT_PALEO,EAR_EOC_YP,EAR_EOC_MY,EAR_EOC_LY,MID_EOC,LAT_EOC,EAR_OLIG,LAT_OLIG,EAR_MIOC,MID_MIOC,EAR_PLIOC,MID_QUART
Well1115,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1116,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1117,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1118,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1119,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1120,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1121,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1122,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1123,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1124,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1125,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1126,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1127,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1128,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1129,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1130,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1131,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1132,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1133,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1134,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1135,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1136,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1137,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1138,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1139,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1140,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1141,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1142,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1143,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1144,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1145,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1146,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1147,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1148,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1149,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1150,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1151,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1152,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1153,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1154,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1155,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1156,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1157,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1158,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1159,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1160,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1161,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1162,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1163,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1164,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1165,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1166,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1167,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1168,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1169,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1170,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1171,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1172,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1173,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1174,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1175,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1176,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1177,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1178,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1179,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1180,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1181,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1182,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1183,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1184,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1185,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1186,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1187,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1188,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1189,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1190,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1191,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1192,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1193,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1194,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1195,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1196,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1197,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1198,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1199,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1200,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1201,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1202,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1203,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1204,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1205,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1206,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1207,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1208,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1209,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1210,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1211,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1212,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1213,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1214,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1215,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1216,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1217,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1218,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1219,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1220,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1221,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1222,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1223,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1224,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1225,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1226,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1227,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1228,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1229,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1230,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1231,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1232,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1233,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1234,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1235,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1236,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1237,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1238,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1239,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1240,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1241,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1242,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1243,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1244,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1245,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1246,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1247,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1248,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1249,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1250,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1251,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1252,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1253,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1254,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1255,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1256,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1257,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1258,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1259,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1260,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1261,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1262,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1263,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1264,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1265,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1266,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1267,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1268,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1269,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1270,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1271,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1272,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1273,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1274,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1275,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1276,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1277,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1278,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1279,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1280,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1281,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1282,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1283,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1284,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1285,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1286,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1287,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1288,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1289,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1290,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1291,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1292,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1293,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1294,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1295,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1296,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1297,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1298,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1299,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1300,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1301,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1302,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1303,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1304,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1305,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1306,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1307,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1308,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1309,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1310,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1311,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1312,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1313,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1314,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1315,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1316,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1317,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1318,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1319,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1320,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1321,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1322,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1323,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1324,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1325,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1326,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1327,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1328,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1329,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1330,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1331,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1332,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1333,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1334,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1335,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1336,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1337,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1338,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1339,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1340,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1341,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1342,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1343,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1344,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1345,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1346,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1347,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1348,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1349,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1350,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1351,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1352,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1353,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1354,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1355,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1356,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1357,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1358,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1359,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1360,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1361,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1362,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1363,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1364,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1365,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1366,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1367,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1368,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1369,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1370,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1371,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1372,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1373,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1374,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1375,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1376,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1377,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1378,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1379,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1380,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1381,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1382,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1383,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1384,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1385,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1386,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1387,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1388,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1389,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1390,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1391,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1392,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1393,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1394,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1395,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1396,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1397,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1398,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1399,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1400,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1401,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1402,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1403,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1404,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1405,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1406,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1407,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1408,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1409,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1410,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1411,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1412,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1413,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1414,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1415,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1416,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1417,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1418,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1419,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1420,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1421,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1422,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1423,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1424,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1425,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1426,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1427,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1428,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1429,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
