timestep,time_bp,z_node_0,T_node_0,z_node_1,T_node_1,z_node_2,T_node_2,z_node_3,T_node_3,z_node_4,T_node_4,z_node_5,T_node_5,z_node_6,T_node_6,z_node_7,T_node_7,z_node_8,T_node_8,z_node_9,T_node_9,z_node_10,T_node_10,z_node_11,T_node_11,z_node_12,T_node_12,z_node_13,T_node_13,z_node_14,T_node_14,z_node_15,T_node_15,z_node_16,T_node_16,z_node_17,T_node_17,z_node_18,T_node_18,z_node_19,T_node_19,z_node_20,T_node_20,z_node_21,T_node_21,z_node_22,T_node_22,z_node_23,T_node_23,z_node_24,T_node_24,z_node_25,T_node_25,z_node_26,T_node_26,z_node_27,T_node_27,z_node_28,T_node_28,z_node_29,T_node_29,z_node_30,T_node_30,z_node_31,T_node_31,z_node_32,T_node_32,z_node_33,T_node_33,z_node_34,T_node_34,z_node_35,T_node_35,z_node_36,T_node_36,z_node_37,T_node_37,z_node_38,T_node_38,z_node_39,T_node_39,z_node_40,T_node_40,z_node_41,T_node_41,z_node_42,T_node_42,z_node_43,T_node_43,z_node_44,T_node_44,z_node_45,T_node_45,z_node_46,T_node_46,z_node_47,T_node_47,z_node_48,T_node_48,z_node_49,T_node_49,z_node_50,T_node_50,z_node_51,T_node_51,z_node_52,T_node_52,z_node_53,T_node_53,z_node_54,T_node_54,z_node_55,T_node_55,z_node_56,T_node_56,z_node_57,T_node_57,z_node_58,T_node_58,z_node_59,T_node_59,z_node_60,T_node_60,z_node_61,T_node_61,z_node_62,T_node_62,z_node_63,T_node_63,z_node_64,T_node_64,z_node_65,T_node_65,z_node_66,T_node_66,z_node_67,T_node_67,z_node_68,T_node_68
10,27430000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.97200000000001,8.871040888890091,15.33742932844025,17.742081777780182,15.702873511896238,99.07477563354054,18.927707667692594,180.4074694893009,22.15722102057951,256.7248998266135,25.003520164814457,333.0423301639262,27.852604447878612
11,27380000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.952000000000012,17.742081777780182,15.680011945961988,35.484163555560365,16.4080805718961,116.22853834347973,19.58711050625058,196.97291313139908,22.770620836092597,272.846185261493,25.583329513822928,348.719457391587,28.398708807525573
12,27330000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.931999999999997,26.613122666670275,16.019786568449966,53.22624533334055,17.107694600763956,133.3823010534189,20.24156019638258,213.53835677349727,23.3797139359409,288.9674706963726,26.159234448671544,364.39658461924785,28.941314135512627
13,27280000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.912000000000042,35.484163555560365,16.356790558706876,70.96832711112073,17.801786444369792,150.5360637633581,20.891112826117233,230.10380041559546,23.984541649612183,305.08875613125207,26.73126834757245,380.0737118469087,29.48044613611003
14,27230000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.892000000000023,44.35520444445046,16.691060761341554,88.71040888890091,18.490426038085214,167.68982647329727,21.535825370142106,246.66924405769362,24.58514779119215,321.21004156613157,27.29946801612373,395.7508390745695,30.016134520537197
15,27180000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.871999999999982,53.22624533334055,17.0226333591956,106.4524906666811,19.173682115433593,184.84358918323647,22.175753965225844,263.23468769979183,25.18157570641378,337.3313270010111,27.86386996027171,411.42796630223035,30.548408869982918
16,27130000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.852000000000013,62.097286222230636,17.351543887939616,124.19457244446127,19.85162223310077,201.99735189317562,22.810953917621433,279.80013134189,25.773868263033997,353.4526124358906,28.42451036901357,427.1050935298912,31.077298611891184
17,27080000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.832000000000031,70.96832711112073,17.677827251396092,141.93665422224146,20.524312797553787,219.15111460311482,23.44147971778057,296.36557498398815,26.362067853419166,369.5738978707701,28.98142511223648,442.782220757552,31.602833013001952
18,27030000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.812000000000095,79.83936800001082,18.00151773640694,159.67873600002164,21.191819090901625,236.30487731305402,24.067385054821674,312.93101862608637,26.946216397401464,385.6951833056496,29.534649739006806,458.45934798521284,32.12504117301689
19,26980000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.792000000000067,7.0683212550613606,15.083078047849781,14.136642510122721,15.374165445744733,95.28281583027633,18.59304653473186,176.42898915042994,21.81657829160048,252.5842134554482,24.658018106169806,328.73943776046644,27.5022313904243,401.13707113194863,30.064286291130852,473.5347045034308,32.62801281761136
20,26930000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.772000000000086,15.90372282388806,15.424410634633395,31.80744564777612,16.07686642557729,112.3693653958857,19.250319847956504,192.93128514399527,22.42822650043216,268.6449429559561,25.23634560126136,344.3586007679169,28.047122712493614,416.4091095561025,30.583649325712905,488.45961834428806,33.12177439030987
21,26880000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.751999999999905,24.739124392714764,15.762979360872544,49.47824878542953,16.774062806397577,129.45591496149507,19.90270500959654,209.4335811375606,23.035610522675285,284.705672456464,25.81079528632582,359.97776377536746,28.588527829603255,431.68114798025636,31.09978566687787,503.3845321851453,33.61257277944544
22,26830000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.731999999999985,33.57452596154146,16.098821578880557,67.14905192308292,17.465825473291304,146.5424645271044,20.550272025100156,225.93587713112592,23.638798412980513,300.76640195697195,26.381436774442726,375.596926782818,29.126516021438444,446.9531864044103,31.6127647070475,518.3094460260025,34.10047540643187
23,26780000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.711999999999902,42.409927530368165,16.431973028260913,84.81985506073633,18.152222208380813,163.62901409271376,21.193076237108457,242.43817312469122,24.237832857268266,316.8271314574798,26.948306076949443,391.2160897902685,29.66111650053194,462.2252248285641,32.12261175138555,533.2343598668597,34.58550358505703
24,26730000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.692000000000075,51.24532909919487,16.762468760279017,102.49065819838974,18.83331953553921,180.71556365832316,21.831171823952687,258.9404691182566,24.83275549866524,332.8878609579878,27.511438147209677,406.835252797719,30.19235744693118,477.49726325271797,32.629351069115444,548.1592737077169,35.06767763235528
25,26680000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.67199999999993,60.08073066802156,17.090343201673804,120.16146133604312,19.50918284391284,197.8021132239325,22.464612161961927,275.44276511182187,25.423607517607085,348.9485904584957,28.07086762902257,422.45441580516956,30.720266887292002,492.76930167687186,33.13300685399888,563.0841875485742,35.547017869631944
26,26630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.651999999999976,68.91613223684827,17.41563017141787,137.83226447369654,20.17987641755183,214.88866278954185,23.09344984959526,291.9450611053872,26.010429649695457,365.0093199590036,28.626628874020057,438.0735788126201,31.244872710840355,508.04134010102575,33.633603240254736,578.0091013894314,36.02354463734519
27,26580000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.632000000000161,77.75153380567497,17.738362895164368,155.50306761134993,20.845463460572667,231.97521235515126,23.717736721617964,308.4473570989526,26.593262188660173,381.07004945951155,29.17875594026588,453.6927418200706,31.766202663528563,523.3133785251796,34.13116429478238,592.9340152302887,36.497278285358476
28,26530000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.612000000000016,5.278434888962532,14.829388814571105,10.556869777925064,15.046782800361711,91.4946064765864,18.26014630813351,172.43234317524772,21.478133441273275,248.40750285037564,24.315250100156103,324.3826625255035,27.155135428198875,396.6215793199438,29.71367242366217,468.8604961143841,32.27388732863288,538.1745925333867,34.617486934866186,607.4886889523892,36.962075778416484
29,26480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.591999999999988,14.075826370566752,15.169521491371631,28.151652741133503,15.747078067915375,108.50945988222097,18.915457328727875,188.86726702330844,22.08826134032983,264.4036206320101,24.892375296943822,339.93997424071165,27.69913429510605,411.8336427536589,30.232375760543988,483.7273112666062,32.767210625092346,552.761923597629,35.09078328420145,621.7965359286519,37.415284058571736
30,26430000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.571999999999967,22.87321785217097,15.506924604988232,45.74643570434194,16.44193746926549,125.52431328785553,19.565839578123658,205.30219087136913,22.693978501342166,280.39973841364446,25.465391246655308,355.4972859559198,28.239339350154953,427.0457061873741,30.74748724678236,498.59412641882835,33.257159284503054,567.3492546618714,35.5608587050471,636.1043829049146,37.86543985862989
31,26380000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.55200000000016,31.67060933377519,15.841638393653206,63.34121866755038,17.131437721966893,142.53916669349013,20.21146351284077,221.73711471942985,23.29554483570407,296.3958561952789,26.034634023204788,371.0545976711279,28.776152800596595,442.2577696210892,31.259459750681398,513.4609415710505,33.74422421035714,581.9365857261139,36.02822768598291,650.4122298811773,38.31306841371211
32,26330000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.531999999999904,40.46800081537941,16.173698621358678,80.93600163075882,17.81564671163968,159.5540200991247,20.852390910264536,238.17203856749057,23.893015497144606,312.3919739769133,26.60015689612167,386.61190938633604,29.309625315539595,457.4698330548043,31.76834314918067,528.3277567232726,34.228453708904695,596.5239167903563,36.492937593460724,664.7200768574401,38.7582154026918
33,26280000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.511999999999837,49.265392296983634,16.5031395322848,98.53078459396727,18.49462939974972,176.56887350475927,21.48867499949005,254.60696241555127,24.48643177480751,328.3880917585477,27.161994887811332,402.16922110154417,29.839785529052257,472.6818964885195,32.27416243679375,543.1945718754948,34.709869048891676,611.1112478545988,36.95500742124587,679.0279238337027,39.20089747766479
34,26230000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.491999999999999,58.06278377858785,16.829994665353116,116.1255675571757,19.16844944888798,193.58372691039384,22.12036766325173,271.04188626361196,25.075833591319945,344.38420954018216,27.72018152177344,417.7265328167523,30.36666048419064,487.8939599222346,32.77694091125073,558.0613870277169,35.18848974102276,625.6985789188411,37.41445436095901,693.3357708099654,39.64112948758874
35,26180000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.471999999999902,66.86017526019208,17.15429696014147,133.72035052038416,19.8371694307186,210.59858031602843,22.747519988552316,287.4768101116727,25.661260376010663,360.3803273218166,28.2747499585999,433.2838445319604,30.890276996134933,503.10602335594973,33.27670170635532,572.928202179939,35.664335199769454,640.2859099830836,37.87129554370103,707.6436177862281,40.07892625981276
36,26130000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.452,75.65756674179629,17.4760787800724,151.31513348359258,20.50085086870886,227.613433721663,23.370182322678037,303.9117339597334,26.2427511325142,376.376445103451,28.82573307733389,448.84115624716856,31.41066174478617,518.3180867896649,33.77346789424547,587.7950173321613,36.1374248525112,654.873241047326,38.32554815371921,721.9514647624908,40.514302715569144
37,26080000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.43199999999972,3.5027408495889656,14.576312226081827,7.005481699177931,14.720626709471002,87.71135076410104,17.928467474464338,168.41721982902416,21.140896518802823,244.19321585729563,23.97383121381161,319.96921188556706,26.809528441817537,392.03334024894406,29.364779644250287,464.09746861232105,31.92171945279963,533.2560261802726,34.26267447090782,602.414583748224,36.60463730968594,669.2330417001167,38.77510898699632,736.0514996520095,40.94613329029348
38,26030000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.412000000000207,12.25959297356138,14.915244003555433,24.51918594712276,15.418514404191823,104.64972359745661,18.581908710548547,184.78026124779046,21.749697512234903,260.1203910879253,24.5500365203173,335.46052092806025,27.353007801929362,407.18140144022516,29.883274336200728,478.90228195239,32.415130300534045,547.782779506219,34.73629025022016,616.6632770600478,37.05837900852581,683.25154673573,39.212757272059704,749.8398164114122,41.36762418205558
39,25980000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.392000000000262,21.016445097533794,15.251483405892337,42.03289019506759,16.111040714672043,121.58809643081217,19.230306066794363,201.14330266655676,22.353779368401838,276.0475663185551,25.12165705620021,350.9518299705534,27.892056494531804,422.3294626315062,30.397405840120317,493.707095292459,32.90427351904557,562.3095328321652,35.20569557517001,630.9119703718716,37.50799782785387,697.2700517713432,39.646354335992285,763.6281331708149,41.78516467463939
40,25930000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.371999999999836,29.77329722150621,15.58506480001589,59.54659444301242,16.79827067491797,138.52646926416773,19.87397239357987,217.50634408532306,22.953702893615507,291.97474154918484,25.689469636860785,366.44313901304656,28.42765325940314,437.47752382278725,30.908318041141126,508.51190863252793,33.39043486544565,576.8362861581118,35.67228281193749,645.1606636836955,37.95496654508403,711.2885568069564,40.077422879637176,777.4164499302175,42.20030189177092
41,25880000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.35200000000009,38.53014934547863,15.916025580426082,77.06029869095725,17.480275488214946,155.46484209752333,20.512997238801358,233.8693855040894,23.549574762301045,307.90191677981454,26.253598779326907,381.9344480555397,28.95993820171565,452.6255850140683,31.41616491889476,523.316721972597,33.873779508527264,591.3630394840582,36.13622594930138,659.4093569955193,38.39946521456435,725.3070618425697,40.5061466778159,791.2047666896202,42.613220717017654
42,25830000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.332000000000198,47.287001469451035,16.2443999046565,94.57400293890207,18.157119994637547,172.40321493087887,21.14743708227927,250.23242692285567,24.14144277649075,323.82909201044424,26.814088663539934,397.4257570980329,29.488951540664562,467.77364620534934,31.920984975863902,538.1215353126659,34.35434388603154,605.8897928100045,36.59756039569427,673.658050307343,38.84152787764131,739.3255668781829,40.93255888225464,804.9930834490228,43.02395309980702
43,25780000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.311999999999776,56.04385359342345,16.570220681809147,112.0877071868469,18.828866646295428,189.34158776423445,21.77734319797238,266.595468341622,24.729346838995877,339.756267241074,27.370973223235666,412.917066140526,30.014721131689797,482.92170739663044,32.42280262235907,552.9263486527349,34.83214888746782,620.4165461359509,37.05630491486206,687.9067436191668,39.281171113546705,753.3440719137961,41.35667467323454,818.7814002084256,43.432512773481015
44,25730000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.292000000000337,64.80070571739587,16.8935201216347,129.60141143479174,19.49557660195818,206.27996059759,22.402765497494272,282.95850976038827,25.313325442936268,355.68344247170376,27.924284825902802,428.4083751830192,30.53727313772486,498.0697685879115,32.921640432339906,567.7311619928038,35.30721345610493,634.9432994618973,37.51247622729185,702.1554369309907,39.71840939537693,767.3625769494095,41.7785070836838,832.5697169678282,43.83891131498399
45,25680000.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.271999999999665,73.55755784136828,17.214329851707124,147.11511568273656,20.157309957792577,223.21833343094556,23.02375308544219,299.32155117915454,25.89341653753547,371.61061770233346,28.474055399459782,443.8996842255123,31.0566333920372,513.2178297791926,33.417520695515,582.5359753328728,35.779556301360515,649.4700527878437,37.96609084209717,716.4041302428145,40.1532570119302,781.3810819850228,42.19806897694915,846.3580337272309,44.243160150574305
