strat_unit,27.939999999999998,27.48,27.02,26.56,26.099999999999998,25.639999999999997,25.18,24.72,24.259999999999998,23.799999999999997,19.0,18.825,18.65,18.474999999999998,18.3,18.125,17.95,17.775,17.599999999999998,17.425,17.25,16.1875,15.125,14.0625,13.0,12.0,11.4,10.8,10.200000000000001,9.6,9.0,8.4,7.800000000000001,7.2,6.6,6.0,5.4,4.8,4.2,3.6,2.9999999999999996,2.3999999999999995,1.7999999999999994,1.1999999999999997,0.5999999999999998,0.0
+OSM_a_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99958354032302,99.99958354032302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OSM_a_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2724083355346,199.99938610443894,199.99938610443894,99.99980256411591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OSM_a_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.37476757764846,206.1782276155298,299.9990966353173,299.9990966353173,199.9995130949943,99.99971053087839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OSM_a_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.31570694477384,212.03042495749435,308.77273215936367,399.99895701278444,399.99895701278444,299.99937347246146,199.99957090834556,99.99986037746717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OMM_a_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0191671712536,214.87221230924007,315.47153494959906,410.3779974562307,499.9987729751489,499.9987729751489,399.9991894348259,299.99938687071,199.9996763398316,99.99981596236444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OMM_a_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.80574963565529,215.35172420709134,319.97066696682316,418.6380715504164,511.85907907095856,599.9986642322148,599.9986642322148,499.99908069189183,399.99927812777594,299.9995675968975,199.99970721943038,99.99989125706593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OMM_a_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.51276676474168,218.76907875693075,322.07759490899457,424.6615053232158,521.5593163763973,613.2285459344718,699.998602671096,699.998602671096,599.9990191307731,499.9992165666572,399.9995060357788,299.99964565831164,199.9998296959472,99.99993843888127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OMM_a_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.14378967465203,222.03329361363888,326.98896548860876,428.264306941152,528.9883985800973,624.2602748728847,714.4971041755445,799.9984010400372,799.9984010400372,699.9988174997142,599.9990149355983,499.99930440471985,399.9994440272527,299.99962806488827,199.99973680782233,99.99979836894104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OMM_a_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.7022267361849,225.1513280419747,331.6791881380118,434.54886019447025,533.9700123185714,632.9886993833271,726.7624431514562,815.6746539041598,899.9982750194043,899.9982750194043,799.9986914790813,699.9988889149655,599.999178384087,499.9993180066199,399.99950204425545,299.9996107871895,199.99967234830825,99.9998739793672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OMM_a_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.19133121284794,228.12981623346582,336.15841099253043,440.54939187260715,541.520343733451,639.2444290775425,736.6945741521904,829.0851088533269,916.7695840256655,999.99819866748,999.99819866748,899.9986151271569,799.9988125630412,699.9991020321627,599.9992416546954,499.99942569233104,399.9995344352651,299.99959599638385,199.99979762744277,99.9999236480756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OMM_a_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.61420852037327,230.97508330750333,340.43629880800404,446.27903442330614,548.7284965942406,647.9645668610574,744.1303653749173,840.134569191852,931.2448944957509,1017.7893025091486,1099.9981548170006,1099.9981548170006,999.9985712766776,899.9987687125619,799.9990581816834,699.9991978042161,599.9993818418517,499.9994905847858,399.99955214590454,299.9997537769634,199.99987979759626,99.99995614952067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OMM_a_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.9738231282871,233.69316044808784,344.52205766516937,451.75028506310343,555.6103850024601,656.2886913267745,753.9341520749047,848.6655751302662,943.3334031347601,1033.256455006217,1118.7403751967677,1199.997953565793,1199.997953565793,1099.9983700254702,999.9985674613545,899.998856930476,799.9989965530087,699.9991805906443,599.9992893335784,499.99935089469716,399.99955252575603,299.99967854638885,199.99975489831328,99.99979874879261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OMM_a_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.27300512283556,236.2897992301675,348.4244582491891,456.9750392177741,562.1811439614694,664.2353020042557,763.2920462148862,859.4753200579363,952.8828024327393,1046.3128406921521,1135.1327623488112,1219.628473730022,1299.9978207237777,1299.9978207237777,1199.9982371834549,1099.9984346193392,999.9987240884606,899.9988637109933,799.9990477486289,699.999156491563,599.9992180526817,499.9994196837406,399.9995457043734,299.9996220562979,199.99966590677718,99.99986715798457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OMM_a_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.51445644937652,238.7704851854655,352.15185780225875,461.96462193439396,568.4551713550165,671.8219843033158,772.2249457180103,869.7929124796492,964.6281840844042,1056.8108423659517,1149.0921266685145,1236.88518229604,1320.4590296800025,1399.997734982401,1399.997734982401,1299.998151442078,1199.9983488779624,1099.9986383470837,999.9987779696164,899.998962007252,799.9990707501861,699.999132311305,599.9993339423638,499.9994599629966,399.99953631492104,299.99958016540035,199.99978141660773,99.99991425862316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+USM_a_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.59651068959374,143.59651068959374,257.7431980886955,368.98625219680923,477.37740293188847,582.9897969603933,685.9034800667757,786.1933690768612,883.9271588372438,979.1620825671876,1071.9455105715483,1162.3132857178864,1252.9351568105158,1339.2800269567101,1421.5819795079387,1499.9976913337327,1499.9976913337327,1399.9981077934099,1299.9983052292941,1199.9985946984154,1099.9987343209482,999.9989183585838,899.9990271015179,799.9990886626367,699.9992902936956,599.9994163143284,499.9994926662529,399.9995365167322,299.99973776793956,199.999870609955,99.99995635133183,0.0,0.0,0.0,0.0,0.0,0.0
+USM_a_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.44026412564529,280.3626497130168,280.3626497130168,388.7496569868896,495.1509808723056,599.4282754091327,701.5126860911043,801.3750683529031,899.0068167594391,994.4094305631666,1087.5885810627362,1178.5495891575433,1267.294530883236,1356.423629594711,1441.4592260156455,1522.605938480106,1599.9976758650143,1599.9976758650143,1499.9980923246912,1399.9982897605755,1299.998579229697,1199.99871885223,1099.9989028898653,999.9990116327996,899.9990731939183,799.9992748249773,699.9994008456101,599.9994771975346,499.9995210480139,399.9997222992213,299.9998551412367,199.99994088261352,99.99998453128168,0.0,0.0,0.0,0.0,0.0
+USM_a_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.16816850818753,283.7402501192453,411.8890250699176,411.8890250699176,515.6335141197452,618.0435638720535,718.8677742657865,817.9456655187082,915.175280640151,1010.4886609437816,1103.8400621292217,1195.1959741530218,1284.5296184840422,1371.8171518735958,1459.5987502197645,1543.4468694529648,1623.5416212546852,1699.9976763489235,1699.9976763489235,1599.9980928086004,1499.9982902444847,1399.9985797136062,1299.9987193361392,1199.9989033737745,1099.9990121167086,999.9990736778274,899.9992753088864,799.9994013295192,699.9994776814436,599.9995215319229,499.9997227831303,399.99985562514576,299.9999413665226,199.99998501519076,100.00000048390908,0.0,0.0,0.0,0.0
+USM_a_2,0.0,0.0,0.0,0.0,0.0,0.0,148.7875849812895,286.90417530876437,416.5739486691356,539.266924667524,539.266924667524,639.1818119283756,738.2415613746077,836.1249346206495,932.6108682699069,1027.5466291765188,1120.822386641634,1212.3568048966968,1302.0866747485547,1389.960866844055,1475.934402513015,1562.4955095112716,1645.2636728218965,1724.3981630640508,1799.9975880707223,1799.9975880707223,1699.9980045303992,1599.9982019662834,1499.998491435405,1399.998631057938,1299.9988150955733,1199.9989238385074,1099.9989853996262,999.9991870306852,899.999313051318,799.9993894032425,699.9994332537218,599.9996345049292,499.9997673469446,399.99985308832146,299.9998967369896,199.99991220570791,99.99991172179885,0.0,0.0,0.0
