,location,sample,depth,mean_GOF_all_grains,min_GOF_all_grains,max_GOF_all_grains,mean_ahe_error,modeled_ahe_age_grain_0_prov_0,modeled_ahe_age_grain_0_prov_1,modeled_ahe_age_grain_0_prov_2,modeled_ahe_age_grain_0_prov_3,modeled_ahe_age_grain_1_prov_0,modeled_ahe_age_grain_1_prov_1,modeled_ahe_age_grain_1_prov_2,modeled_ahe_age_grain_1_prov_3,modeled_ahe_age_grain_2_prov_0,modeled_ahe_age_grain_2_prov_1,modeled_ahe_age_grain_2_prov_2,modeled_ahe_age_grain_2_prov_3,modeled_ahe_age_grain_3_prov_0,modeled_ahe_age_grain_3_prov_1,modeled_ahe_age_grain_3_prov_2,modeled_ahe_age_grain_3_prov_3,modeled_ahe_age_grain_4_prov_0,modeled_ahe_age_grain_4_prov_1,modeled_ahe_age_grain_4_prov_2,modeled_ahe_age_grain_4_prov_3
0,E40,E40,0,9.314020929217298e-74,0.0,4.657010464608649e-73,6.8735998551216,18.93750220873885,15.469630973232752,12.378573909634698,12.232567645867027,7.91472110276059,7.597600222967652,7.4209205513031895,7.408573709397338,15.67233897295242,13.17975723584051,11.087696036291774,10.983821605202083,31.918222864463196,24.96218165951181,17.151233924648974,16.84512493396181,18.496419983263948,15.159022857010017,12.207609036764612,12.067289578699743
