strat_unit,27.939999999999998,27.48,27.02,26.56,26.099999999999998,25.639999999999997,25.18,24.72,24.259999999999998,23.799999999999997,19.0,18.825,18.65,18.474999999999998,18.3,18.125,17.95,17.775,17.599999999999998,17.425,17.25,16.946428571428573,16.642857142857146,16.339285714285715,16.03571428571429,15.732142857142856,15.428571428571429,15.125,14.821428571428571,14.517857142857142,14.214285714285714,13.910714285714286,13.607142857142856,13.303571428571429,13.0,12.0,11.6,11.2,10.799999999999999,10.4,10.0,9.6,9.2,8.799999999999999,8.4,8.0,7.6,7.2,6.8,6.4,6.0,5.6,5.2,4.8,4.4,4.0,3.6,3.2,2.8000000000000003,2.4000000000000004,2.0000000000000004,1.6000000000000003,1.2,0.8,0.39999999999999997,0.0
+OSM_a_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99958354032302,99.99958354032302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OSM_a_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2724083355346,199.99938610443894,199.99938610443894,99.99980256411591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OSM_a_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.37476757764846,206.1782276155298,299.9990966353173,299.9990966353173,199.9995130949943,99.99971053087839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OSM_a_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.31570694477384,212.03042495749435,308.77273215936367,399.99895701278444,399.99895701278444,299.99937347246146,199.99957090834556,99.99986037746717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OSM_a_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.10377446423243,217.57450538186862,317.0781282669808,411.10065860846646,499.99870322335704,499.99870322335704,399.99911968303405,299.99931711891816,199.99960658803977,99.9997462105726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OSM_a_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.74704978536622,222.82687298898043,324.94204238615885,421.60616179392326,513.1989771517465,599.9985758687327,599.9985758687327,499.9989923284097,399.9991897642939,299.99947923341546,199.99961885594828,99.99987264537569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OSM_a_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.25317152464993,227.80332839337788,332.38859872003167,431.5495080939429,525.6869562024704,615.0977418303662,699.9982924047438,699.9982924047438,599.9987088644209,499.998906300305,399.9991957694266,299.99933539195945,199.99958918138682,99.99971653601114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OSM_a_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.62936283242499,232.51876702935093,339.4408083892842,440.9619451147265,537.5036564357893,629.3795835090439,716.821786694695,799.9981404332923,799.9981404332923,699.9985568929692,599.9987543288532,499.9990437979749,399.99918342050773,299.9994372099351,199.99956456455942,99.99984802854829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+OSM_a_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.88245531661228,236.98723652003218,346.1203169138606,449.8731189948434,548.6868272595666,642.8914413591206,732.7328908320962,818.3924522542791,899.9980646633702,899.9980646633702,799.9984811230471,699.9986785589311,599.9989680280528,499.99910765058564,399.999361440013,299.9994887946373,199.99977225862617,99.99992423007788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
