,location,sample,depth,mean_GOF_all_grains,min_GOF_all_grains,max_GOF_all_grains,mean_ahe_error,modeled_ahe_age_grain_0_prov_0,modeled_ahe_age_grain_0_prov_1,modeled_ahe_age_grain_0_prov_2,modeled_ahe_age_grain_0_prov_3,modeled_ahe_age_grain_1_prov_0,modeled_ahe_age_grain_1_prov_1,modeled_ahe_age_grain_1_prov_2,modeled_ahe_age_grain_1_prov_3,modeled_ahe_age_grain_2_prov_0,modeled_ahe_age_grain_2_prov_1,modeled_ahe_age_grain_2_prov_2,modeled_ahe_age_grain_2_prov_3,modeled_ahe_age_grain_3_prov_0,modeled_ahe_age_grain_3_prov_1,modeled_ahe_age_grain_3_prov_2,modeled_ahe_age_grain_3_prov_3,modeled_ahe_age_grain_4_prov_0,modeled_ahe_age_grain_4_prov_1,modeled_ahe_age_grain_4_prov_2,modeled_ahe_age_grain_4_prov_3
0,E40,E40,0,4.41378051285075e-36,0.0,2.205418025046139e-35,2.857178264636294,7.290739921577184,7.29073992053307,7.326035843299354,7.326483720528412,5.509821990076469,5.509821990081561,5.541163484939874,5.541561353225934,6.942040120602482,6.942040120602208,6.9658695073917,6.966171668862428,8.510817778596785,8.510031444388776,8.538656964542797,8.538996618282848,7.246292682648448,7.24629268216243,7.280123990313566,7.280553245500996
