well,sample_id,depth_top,depth_bottom,depth,aft_age,aft_age_min_95ci,aft_age_plus_95ci,Dpar
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,40.0201644897,-10.1121530533,13.5169906616,2.9219999313
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,62.1187553406,-32.4550094604,67.6084976196,1.6059999466
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,37.5130462646,-8.2451734543,10.5593099594,2.0710000992
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,92.9551315308,-29.0792942047,42.1795196533,2.010999918
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,49.7427902222,-11.1541290283,14.3622589111,2.0239999294
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,54.5655174255,-14.8859825134,20.4381408691,1.8910000324
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,37.719127655,-13.3042020798,20.5212688446,1.9720000029
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,240.5910186768,-96.2305450439,158.4227905273,1.9620000124
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,46.6450843811,-16.182598114,24.7318267822,1.6909999847
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,74.4710083008,-27.153629303,42.5952148438,1.5789999962
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,46.0774993896,-11.2356481552,14.841791153,1.8250000477
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,26.9179344177,-8.3056325912,12.0008029938,1.4370000362
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,41.2283439636,-13.0982465744,19.1686935425,1.7580000162
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,36.3833427429,-8.8813085556,11.7386894226,2.3159999847
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,66.1318206787,-21.9962158203,32.874786377,2.1530001163
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,33.3926391602,-7.343518734,9.4068717957,1.8890000582
AND-06,AND06-2,2347.6672363281,2380.6140136719,2364.140625,30.3589363098,-5.5952224731,6.8557877541,1.7139999866
AND-06,AND06-3,1179.919921875,1223.5300292969,1201.7249755859,248.0837249756,-120.9195251465,231.7015686035,
AND-06,AND06-3,1179.919921875,1223.5300292969,1201.7249755859,134.7684631348,-66.2293777466,128.9314422607,2.114000082
AND-06,AND06-3,1179.919921875,1223.5300292969,1201.7249755859,184.2043914795,-49.4508666992,67.2472991943,1.6679999828
AND-06,AND06-3,1179.919921875,1223.5300292969,1201.7249755859,227.4577941895,-85.9264984131,136.6414031982,1.5470000505
AND-06,AND06-3,1179.919921875,1223.5300292969,1201.7249755859,184.5891265869,-89.6593780518,172.0311584473,
SMG-01,SMG01-3,1842,1862,1852,184.3087310791,-56.4413032532,80.8474502563,1.9069999456
SMG-01,SMG01-3,1842,1862,1852,280.2806091309,-104.1130905151,163.5602264404,2.3440001011
SMG-01,SMG01-3,1842,1862,1852,220.4940795898,-102.2141876221,187.7918395996,1.5750000477
SMG-01,SMG01-3,1842,1862,1852,266.7774963379,-103.7359313965,167.5517120361,2.5829999447
SMG-01,SMG01-3,1842,1862,1852,234.0277557373,-121.0021896362,245.8121948242,
SMG-01,SMG01-3,1842,1862,1852,227.4577941895,-99.2242660522,173.6501617432,2.2739999294
SMG-01,SMG01-3,1842,1862,1852,175.6752471924,-92.1073455811,190.7823028564,
SMG-01,SMG01-3,1842,1862,1852,171.7095794678,-81.0388946533,151.6753082275,1.7690000534
SMG-01,SMG01-3,1842,1862,1852,188.7235107422,-71.6827392578,114.564743042,-99999
SMG-01,SMG01-3,1842,1862,1852,204.583694458,-92.2609176636,165.8968200684,1.8580000401
SMG-01,SMG01-3,1842,1862,1852,183.7183837891,-84.2143096924,153.6476898193,
SMG-01,SMG01-3,1842,1862,1852,208.4402313232,-119.9379882813,276.4781799316,2.0069999695
SMG-01,SMG01-3,1842,1862,1852,289.4621887207,-90.7006454468,130.7619171143,1.925999999
SMG-01,SMG01-3,1842,1862,1852,168.0249786377,-72.0323944092,124.8711700439,1.7220000029
SMG-01,SMG01-3,1842,1862,1852,207.1082305908,-111.962638855,239.2323303223,2.1519999504
SMG-01,SMG01-3,1842,1862,1852,214.2977752686,-118.8812103271,261.6302185059,1.9919999838
SMG-01,SMG01-3,1842,1862,1852,193.7730712891,-112.5751724243,263.2176818848,
SMG-01,SMG01-3,1842,1862,1852,171.0397949219,-94.9957275391,210.2088775635,
SMG-01,SMG01-3,1842,1862,1852,266.7774963379,-139.6094818115,286.4413757324,1.6000000238
ALM-01,ALM01-1,970,1030,1000,67.7363510132,-19.0946559906,26.5357894897,1.692999959
ALM-01,ALM01-1,970,1030,1000,106.9230575562,-30.4608726501,42.4560089111,1.621999979
ALM-01,ALM01-1,970,1030,1000,123.1606521606,-56.5998420715,103.8893432617,1.9539999962
ALM-01,ALM01-1,970,1030,1000,61.4942741394,-19.0411167145,27.522687912,2.5590000153
ALM-01,ALM01-1,970,1030,1000,103.2012329102,-32.7793617249,47.8594703674,1.6109999418
ALM-01,ALM01-1,970,1030,1000,83.849861145,-28.0051441193,41.912902832,1.4479999542
ALM-01,ALM01-1,970,1030,1000,69.7374801636,-21.4451332092,30.8942089081,2.1500000954
ALM-01,ALM01-1,970,1030,1000,108.9031524658,-46.2016220093,79.7508239746,1.9099999666
ALM-01,ALM01-1,970,1030,1000,92.6103363037,-29.9560451508,44.1274185181,1.574000001
ALM-01,ALM01-1,970,1030,1000,74.7514648438,-23.023443222,33.1854324341,1.9910000563
ALM-01,ALM01-1,970,1030,1000,67.7363510132,-42.9784889221,116.5284194946,5.243999958
ALM-01,ALM01-1,970,1030,1000,120.7142333984,-59.4171714783,115.9646224976,4.742000103
ALM-01,ALM01-1,970,1030,1000,94.3207778931,-24.9045658112,33.7512779236,1.5920000076
ALM-01,ALM01-1,970,1030,1000,73.8590545654,-47.2535934448,129.8642730713,4.998000145
ALM-01,ALM01-1,970,1030,1000,108.6812515259,-21.7170448303,27.0834751129,1.7970000505
ALM-01,ALM01-1,970,1030,1000,111.2760925293,-22.5651550293,28.243183136,2.2829999924
ALM-01,ALM01-2,1355,1440,1397.5,104.3856887817,-50.2735443115,96.2596435547,3.2149999142
ALM-01,ALM01-2,1355,1440,1397.5,87.2691802979,-38.7747764587,69.4035873413,3.7650001049
ALM-01,ALM01-2,1355,1440,1397.5,108.0391845703,-79.827911377,298.6910705566,2.9730000496
ALM-01,ALM01-2,1355,1440,1397.5,87.9192581177,-45.2407875061,92.5312957764,3.2660000324
ALM-01,ALM01-2,1355,1440,1397.5,78.9568786621,-48.6560401917,125.5567016602,3.9820001125
ALM-01,ALM01-2,1355,1440,1397.5,96.5497741699,-54.686882019,124.9096908569,4.0399999619
ALM-01,ALM01-2,1355,1440,1397.5,86.713508606,-35.5993499756,60.1124153137,2.617000103
ALM-01,ALM01-2,1355,1440,1397.5,75.8171005249,-37.3811912537,73.3185653687,3.2079999447
ALM-01,ALM01-2,1355,1440,1397.5,81.198638916,-42.4724960327,88.4449615479,3.2230000496
ALM-01,ALM01-2,1355,1440,1397.5,77.355140686,-40.2305335999,83.2870941162,3.7200000286
ALM-01,ALM01-2,1355,1440,1397.5,148.7921142578,-70.5818710327,132.9029846191,1.6879999638
ALM-01,ALM01-2,1355,1440,1397.5,84.5598220825,-37.4148025513,66.7611846924,2.2320001125
ALM-01,ALM01-2,1355,1440,1397.5,100.0198669434,-26.2335395813,35.462928772,2.4189999104
ALM-01,ALM01-2,1355,1440,1397.5,72.2269058228,-42.373085022,101.7095718384,3.1909999847
ALM-01,ALM01-2,1355,1440,1397.5,119.932548523,-74.7453231812,195.3960418701,1.4609999657
ALM-01,ALM01-2,1355,1440,1397.5,96.9664154053,-36.6367416382,58.6184806824,
ALM-01,ALM01-2,1355,1440,1397.5,99.1047439575,-43.3559036255,76.6174316406,
ALM-01,ALM01-2,1355,1440,1397.5,94.6328811646,-47.977596283,96.5887374878,2.9460000992
ALM-01,ALM01-3,1630,1675,1652.5,120.6314697266,-35.0139579773,49.1458244324,4.6119999886
ALM-01,ALM01-3,1630,1675,1652.5,86.087059021,-43.1100273132,85.7809295654,3.0759999752
ALM-01,ALM01-3,1630,1675,1652.5,121.4176712036,-39.8245773315,58.9923248291,
ALM-01,ALM01-3,1630,1675,1652.5,115.6874389648,-77.7701568604,233.022644043,5.0879998207
ALM-01,ALM01-3,1630,1675,1652.5,57.5188980103,-27.5229949951,52.5622825623,1.3880000114
ALM-01,ALM01-3,1630,1675,1652.5,62.9215698242,-31.1510639191,61.4017028809,2.3540000916
ALM-01,ALM01-3,1630,1675,1652.5,97.9870681763,-38.8268585205,63.9908180237,3.4779999256
ALM-01,ALM01-3,1630,1675,1652.5,102.9353103638,-50.4968910217,98.3709106445,
ALM-01,ALM01-3,1630,1675,1652.5,86.8585739136,-25.9512634277,36.9028778076,3.0160000324
ALM-01,ALM01-3,1630,1675,1652.5,101.339515686,-67.06275177,195.2866210938,
ALM-01,ALM01-3,1630,1675,1652.5,102.4951324463,-45.0593070984,79.9124984741,4.1659998894
ALM-01,ALM01-3,1630,1675,1652.5,81.198638916,-52.4477729797,146.4491577148,
ALM-01,ALM01-3,1630,1675,1652.5,115.6874389648,-35.0544166565,50.0992355347,3.7400000095
ALM-01,ALM01-3,1630,1675,1652.5,93.6004714966,-54.5555076599,129.4756622314,2.0539999008
ALM-01,ALM01-3,1630,1675,1652.5,110.9083404541,-48.5814208984,85.8752441406,3.4110000134
ALM-01,ALM01-3,1630,1675,1652.5,106.1257095337,-59.0742912292,131.8871307373,3.9289999008
ALM-01,ALM01-3,1630,1675,1652.5,96.5497741699,-66.7122497559,212.3384552002,4.3880000114
ALM-01,ALM01-3,1630,1675,1652.5,90.157913208,-58.8858146667,167.5737915039,4.007999897
ALM-01,ALM01-3,1630,1675,1652.5,223.0741119385,-63.7629013062,88.6734008789,1.7860000134
ALM-01,ALM01-3,1630,1675,1652.5,101.971862793,-36.2326087952,55.9593086243,3.4379999638
VEH-01,VEH01-1,1720,1725,1722.5,103.3107299805,-54.3108978271,113.504814148,1.625
VEH-01,VEH01-1,1720,1725,1722.5,94.6328811646,-59.5028076172,158.3295440674,2.1979999542
VEH-01,VEH01-1,1720,1725,1722.5,106.1257095337,-59.0742912292,131.8871307373,1.9409999847
VEH-01,VEH01-1,1720,1725,1722.5,110.4737014771,-52.6215591431,99.7115936279,2.2739999294
VEH-01,VEH01-1,1720,1725,1722.5,105.0624160767,-66.8902893066,181.5273590088,2.3440001011
VEH-01,VEH01-1,1720,1725,1722.5,119.932548523,-60.1798667908,119.674156189,1.4609999657
VEH-01,VEH01-1,1720,1725,1722.5,126.9184036255,-64.2480621338,128.8201446533,1.4869999886
VEH-01,VEH01-1,1720,1725,1722.5,103.917137146,-59.4246520996,137.321762085,5.8920001984
VEH-01,VEH01-1,1720,1725,1722.5,127.7451782227,-48.8649024963,78.6550827026,1.6660000086
VEH-01,VEH01-1,1720,1725,1722.5,108.0391845703,-66.4171829224,170.1383666992,1.4309999943
VEH-01,VEH01-1,1720,1725,1722.5,103.3107299805,-54.3108978271,113.504814148,1.3359999657
VEH-01,VEH01-1,1720,1725,1722.5,95.1299057007,-43.5320777893,79.7644577026,2.0439999104
VEH-01,VEH01-1,1720,1725,1722.5,110.4737014771,-65.7704162598,160.5235748291,1.4720000029
VEH-01,VEH01-1,1720,1725,1722.5,120.6076507568,-38.2855834961,55.8490219116,6.7509999275
VEH-01,VEH01-1,1720,1725,1722.5,98.2919082642,-59.7130355835,150.3724212646,5.890999794
VEH-01,VEH01-1,1720,1725,1722.5,134.7684631348,-71.9478302002,152.5333404541,1.6230000257
VEH-01,VEH01-1,1720,1725,1722.5,81.198638916,-46.5374603271,108.1098403931,1.7999999523
VEH-01,VEH01-1,1720,1725,1722.5,109.7130203247,-58.1654548645,122.6264572144,2.7349998951
VEH-01,VEH01-1,1720,1725,1722.5,103.917137146,-59.4246520996,137.321762085,
VEH-01,VEH01-1,1720,1725,1722.5,101.971862793,-24.7301692963,32.5657119751,
LOZ-01,LOZ01-1,2402,2408,2405,50.8688621521,-31.4931659698,82.1566085815,1.6460000277
LOZ-01,LOZ01-1,2402,2408,2405,64.5268936157,-27.6344203949,48.153968811,2.2920000553
LOZ-01,LOZ01-1,2402,2408,2405,125.2350082397,-67.6982574463,145.696472168,1.8569999933
LOZ-01,LOZ01-1,2402,2408,2405,75.2188720703,-50.6867637634,153.5703582764,1.9279999733
LOZ-01,LOZ01-1,2402,2408,2405,152.5266113281,-78.0023956299,157.704574585,1.4989999533
LOZ-01,LOZ01-1,2402,2408,2405,119.932548523,-74.7453231812,195.3960418701,1.375
LOZ-01,LOZ01-1,2402,2408,2405,155.2543029785,-82.9600143433,175.7467041016,1.6629999876
LOZ-01,LOZ01-1,2402,2408,2405,88.2113037109,-43.3023338318,84.5000076294,2.4849998951
LOZ-01,LOZ01-1,2402,2408,2405,123.1606521606,-56.5998420715,103.8893432617,1.8839999437
LOZ-01,LOZ01-1,2402,2408,2405,134.7684631348,-116.4541854858,804.6123046875,1.8580000401
LOZ-01,LOZ01-1,2402,2408,2405,108.0391845703,-79.827911377,298.6910705566,1.7209999561
LOZ-01,LOZ01-1,2402,2408,2405,145.8730316162,-80.7585144043,178.4318389893,1.5440000296
LOZ-01,LOZ01-1,2402,2408,2405,149.5703125,-72.2012329102,138.0933532715,2.2149999142
LOZ-01,LOZ01-1,2402,2408,2405,101.339515686,-67.06275177,195.2866210938,
LOZ-01,LOZ01-1,2402,2408,2405,266.7774963379,-243.3982696533,2309.8264160156,1.121999979
LOZ-01,LOZ01-1,2402,2408,2405,134.7684631348,-92.3525314331,286.9580993652,1.6460000277
LOZ-01,LOZ01-1,2402,2408,2405,153.793182373,-80.3452835083,166.0822601318,
LOZ-01,LOZ01-1,2402,2408,2405,105.0624160767,-66.8902893066,181.5273590088,1.4160000086
LOZ-01,LOZ01-1,2402,2408,2405,134.7684631348,-92.3525314331,286.9580993652,1.7150000334
