strat_unit,well,depth_top,depth_bottom,deposition_code,present-day_thickness,age_bottom,age_top,conglomerate,sand,silt,clay,limestone,dolomite,marl,anhydrite,halite,coal,provenance_age_start_1,provenance_age_end_1,provenance_age_start_2,provenance_age_end_2,density,surface_porosity,compressibility,thermal_conductivity,heat_capacity,heat_production,matrix_thickness,initial_thickness,eroded_thickness,maximum_depth_top,maximum_depth_bottom,maximum_depth_top_temp,maximum_depth_bottom_temp,maximum_burial_thickness_temp
-DCCU_a_6,,,,-1.0,0.0,273.3622780748663,272.31052406417115,,,,,,,,,,,,,,,,,,,,,,,99.73529411764706,0.0,,0.0,,
-DCCU_a_7,,,,-1.0,0.0,274.4140320855615,273.3622780748663,,,,,,,,,,,,,,,,,,,,,,,99.73529411764706,0.0,,0.0,,
-DCCU_a_8,,,,-1.0,0.0,275.4657860962567,274.41403208556153,,,,,,,,,,,,,,,,,,,,,,,99.73529411764706,0.0,,0.0,,
-DCCU_a_9,,,,-1.0,0.0,276.51754010695186,275.4657860962567,,,,,,,,,,,,,,,,,,,,,,,99.73529411764706,0.0,,0.0,,
-DCCU_a_10,,,,-1.0,0.0,277.569294117647,276.51754010695186,,,,,,,,,,,,,,,,,,,,,,,99.73529411764706,0.0,,0.0,,
-DCCU_a_11,,,,-1.0,0.0,278.62104812834224,277.5692941176471,,,,,,,,,,,,,,,,,,,,,,,99.73529411764706,0.0,,0.0,,
-DCCU_a_12,,,,-1.0,0.0,279.6728021390374,278.62104812834224,,,,,,,,,,,,,,,,,,,,,,,99.73529411764706,0.0,,0.0,,
-DCCU_a_13,,,,-1.0,0.0,280.7245561497326,279.67280213903746,,,,,,,,,,,,,,,,,,,,,,,99.73529411764706,0.0,,0.0,,
-DCCU_a_14,,,,-1.0,0.0,281.7763101604278,280.7245561497326,,,,,,,,,,,,,,,,,,,,,,,99.73529411764706,0.0,,0.0,,
-DCCU_a_15,,,,-1.0,0.0,282.828064171123,281.77631016042784,,,,,,,,,,,,,,,,,,,,,,,99.73529411764706,0.0,,0.0,,
-DCCU_a_16,,,,-1.0,0.0,283.87981818181817,282.828064171123,,,,,,,,,,,,,,,,,,,,,,,99.73529411764706,0.0,,0.0,,
-DCDH_a_0,,,,-1.0,0.0,284.9343636363636,283.87981818181817,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,0.0,,
-DCDH_a_1,,,,-1.0,0.0,285.9889090909091,284.9343636363636,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,0.0,,
-DCDH_a_2,,,,-1.0,0.0,287.04345454545455,285.9889090909091,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,0.0,,
-DCDH_a_3,,,,-1.0,0.0,288.098,287.04345454545455,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,0.0,,
-DCDH_a_4,,,,-1.0,0.0,289.1525454545455,288.098,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,0.0,,
-DCDH_a_5,,,,-1.0,0.0,290.20709090909094,289.1525454545455,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,0.0,,
-DCDH_a_6,,,,-1.0,0.0,291.26163636363634,290.2070909090909,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,0.0,,
-DCDH_a_7,,,,-1.0,0.0,292.3161818181818,291.26163636363634,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,0.0,,
-DCDH_a_8,,,,-1.0,0.0,293.37072727272727,292.3161818181818,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,0.0,,
-DCDH_a_9,,,,-1.0,0.0,294.4252727272727,293.37072727272727,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,0.0,,
-DCHS_a_0,,,,-1.0,0.0,295.0,294.4252727272727,,,,,,,,,,,,,,,,,,,,,,,54.5,0.0,,0.0,,
~+DCHS_a_0--DCHS_a_0,,,,0.0,0.0,305.0,295.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
+DCHS_a_0,,,,1.0,0.0,309.0,305.0,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.47900000000000004,0.0006475,3.0,900.0,1.2500000000000003e-06,28.84974451777805,0.0,54.5,0.0,54.5,0.0,54.5,54.5
+DCDH_a_9,,,,1.0,0.0,309.1,309.0,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.47900000000000004,0.0006475,3.0,900.0,1.2500000000000003e-06,55.22605262677232,0.0,100.0,54.5,154.5,54.5,154.5,100.0
+DCDH_a_8,,,,1.0,0.0,309.2,309.09999999999997,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.47900000000000004,0.0006475,3.0,900.0,1.2500000000000003e-06,58.03330034601273,0.0,100.0,154.5,254.5,154.5,254.5,100.0
+DCDH_a_7,,,,1.0,0.0,309.3,309.2,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.47900000000000004,0.0006475,3.0,900.0,1.2500000000000003e-06,60.66453857269078,0.0,100.0,254.5,354.5,254.5,354.5,100.0
+DCDH_a_6,,,,1.0,0.0,309.4,309.29999999999995,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.47900000000000004,0.0006475,3.0,900.0,1.2500000000000003e-06,63.13080279229607,0.0,100.0,354.5,454.5,354.5,454.5,100.0
+DCDH_a_5,,,,1.0,0.0,309.5,309.4,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.47900000000000004,0.0006475,3.0,900.0,1.2500000000000003e-06,65.4424365847957,0.0,100.0,454.5,554.5,454.5,554.5,100.0
+DCDH_a_4,,,,1.0,0.0,309.6,309.5,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.47900000000000004,0.0006475,3.0,900.0,1.2500000000000003e-06,67.6091350058924,0.0,100.0,554.5,654.5,554.5,654.5,100.0
+DCDH_a_3,,,,1.0,0.0,309.7,309.59999999999997,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.47900000000000004,0.0006475,3.0,900.0,1.2500000000000003e-06,69.63998524835517,0.0,100.0,654.5,754.5,654.5,754.5,100.0
+DCDH_a_2,,,,1.0,0.0,309.8,309.7,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.47900000000000004,0.0006475,3.0,900.0,1.2500000000000003e-06,71.54350475395549,0.0,100.0,754.5,854.5,754.5,854.5,100.0
+DCDH_a_1,,,,1.0,0.0,309.9,309.79999999999995,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.47900000000000004,0.0006475,3.0,900.0,1.2500000000000003e-06,73.32767693585251,0.0,100.0,854.5,954.5,854.5,954.5,100.0
+DCDH_a_0,,,,1.0,0.0,310.0,309.9,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.47900000000000004,0.0006475,3.0,900.0,1.2500000000000003e-06,74.9999846612474,0.0,100.0,954.5,1054.5,954.5,1054.5,100.0
+DCCU_a_16,,,,1.0,0.0,310.09973529411764,310.0,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,76.12231255557474,0.0,99.73529411764706,1054.5,1154.235294117647,1054.5,1154.235294117647,99.73529411764706
+DCCU_a_15,,,,1.0,0.0,310.1994705882353,310.09973529411764,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,77.82087649068369,0.0,99.73529411764706,1154.235294117647,1253.9705882352941,1154.235294117647,1253.9705882352941,99.73529411764706
+DCCU_a_14,,,,1.0,0.0,310.2992058823529,310.1994705882353,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,79.39725681106918,0.0,99.73529411764706,1253.9705882352941,1353.7058823529412,1253.9705882352941,1353.7058823529412,99.73529411764706
+DCCU_a_13,,,,1.0,0.0,310.39894117647054,310.2992058823529,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,80.86024260932783,0.0,99.73529411764706,1353.7058823529412,1453.4411764705883,1353.7058823529412,1453.4411764705883,99.73529411764706
+DCCU_a_12,,,,1.0,0.0,310.49867647058824,310.3989411764706,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,82.21799074804021,0.0,99.73529411764706,1453.4411764705883,1553.1764705882354,1453.4411764705883,1553.1764705882354,99.73529411764706
+DCCU_a_11,,,,1.0,0.0,310.5984117647059,310.49867647058824,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,83.47807133827665,0.0,99.73529411764706,1553.1764705882354,1652.9117647058824,1553.1764705882354,1652.9117647058824,99.73529411764706
+DCCU_a_10,,,,1.0,0.0,310.6981470588235,310.5984117647059,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,84.64750994667438,0.0,99.73529411764706,1652.9117647058824,1752.6470588235295,1652.9117647058824,1752.6470588235295,99.73529411764706
+DCCU_a_9,,,,1.0,0.0,310.79788235294114,310.6981470588235,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,85.7328267664141,0.0,99.73529411764706,1752.6470588235295,1852.3823529411766,1752.6470588235295,1852.3823529411766,99.73529411764706
+DCCU_a_8,,,,1.0,0.0,310.8976176470588,310.79788235294114,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,86.74007297049141,0.0,99.73529411764706,1852.3823529411766,1952.1176470588236,1852.3823529411766,1952.1176470588236,99.73529411764706
+DCCU_a_7,,,,1.0,0.0,310.9973529411765,310.89761764705884,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,87.67486444997058,0.0,99.73529411764706,1952.1176470588236,2051.8529411764707,1952.1176470588236,2051.8529411764707,99.73529411764706
+DCCU_a_6,,,,1.0,0.0,311.0970882352941,310.9973529411765,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,88.54241312532862,0.0,99.73529411764706,2051.8529411764707,2151.5882352941176,2051.8529411764707,2151.5882352941176,99.73529411764706
+DCCU_a_5,,,,1.0,0.0,311.19682352941174,311.0970882352941,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,89.34755600546602,0.0,99.73529411764706,2151.5882352941176,2251.3235294117644,2151.5882352941176,2251.3235294117644,99.73529411764706
+DCCU_a_4,,,,1.0,0.0,311.2965588235294,311.19682352941174,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,90.0947821564002,0.0,99.73529411764706,2251.3235294117644,2351.0588235294113,2251.3235294117644,2351.0588235294113,99.73529411764706
+DCCU_a_3,,,,1.0,0.0,311.396294117647,311.2965588235294,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,90.7882577300085,0.0,99.73529411764706,2351.0588235294113,2450.794117647058,2351.0588235294113,2450.794117647058,99.73529411764706
+DCCU_a_2,,,,1.0,0.0,311.4960294117647,311.3962941176471,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,91.43184919236577,0.0,99.73529411764706,2450.794117647058,2550.529411764705,2450.794117647058,2550.529411764705,99.73529411764706
+DCCU_a_1,,,,1.0,0.0,311.59576470588235,311.4960294117647,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,92.02914488118724,0.0,99.73529411764706,2550.529411764705,2650.264705882352,2550.529411764705,2650.264705882352,99.73529411764706
+DCCU_a_0,,,,1.0,0.0,311.6955,311.59576470588235,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,92.58347501256893,0.0,99.73529411764706,2650.264705882352,2749.9999999999986,2650.264705882352,2749.9999999999986,99.73529411764706
DCCU_s_3,NDW-01,2648.0,2724.125,1.0,76.125,311.771625,311.6955,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,71.01442859489576,144.89553806205492,0.0,2749.9999999999986,2826.1249999999986,2749.9999999999986,2826.1249999999986,76.125
DCCU_s_2,NDW-01,2724.125,2800.25,1.0,76.125,311.84775,311.771625,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,71.29748589835317,145.48909775304043,0.0,2826.1249999999986,2902.2499999999986,2826.1249999999986,2902.2499999999986,76.125
DCCU_s_1,NDW-01,2800.25,2876.375,1.0,76.125,311.923875,311.84775,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,71.56486561300693,146.04955409398656,0.0,2902.2499999999986,2978.3749999999986,2902.2499999999986,2978.3749999999986,76.125
DCCU,NDW-01,2876.375,2952.5,1.0,76.125,312.0,311.923875,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,320.0,1.0,2650.0,0.5409999999999999,0.0007484999999999999,2.8000000000000003,900.0,1.2499999999999999e-06,71.81743606759375,146.57876545939547,0.0,2978.3749999999986,3054.4999999999986,2978.3749999999986,3054.4999999999986,76.125
