,well,sample,depth,aft_age,aft_age_stderr_min,aft_age_stderr_plus,length_mean,length_std,simulated_AFT_min,simulated_AFT_max,GOF_aft_ages,age_error,modeled_age_prov_0_kinetic_param_0,modeled_age_prov_0_kinetic_param_1,modeled_age_prov_1_kinetic_param_0,modeled_age_prov_1_kinetic_param_1
4,NDW-01,NDW01-1,2649.5,132.92,33.75,45.08,11.54055405,1.935521126,69.27231345812955,331.07129616460304,0.6846629198218508,69.27200951129552,,,,
5,NDW-01,NDW01-2,2813.0,23.65,13.04,29.02,10.02190685,2.519965172,49.855608021961984,218.9943004462296,0.5955897317411296,46.430693043628935,,,,
6,NDW-01,NDW01-3,1963.5,75.15164948,2.402837515,2.402837515,12.17000008,1.3735446930000001,210.05539545407464,377.6893546631644,9.516863524288566e-08,156.68795866404142,,,,
7,NDW-01,NDW01-4,2126.6,61.0976944,3.429599762,3.429599762,11.64359665,1.408172369,175.9900857797071,366.7480141626885,0.00036480680343510687,141.05011588210954,,,,
0,,,,,,,,,,,,,69.27231345812955,331.07129616460304,69.2723134581298,232.94193147312012
1,,,,,,,,,,,,,49.85560802196206,218.9943004462296,49.855608021961984,218.99430044622915
2,,,,,,,,,,,,,305.36197026904,377.6893546631644,210.05539545407464,261.96727926808893
3,,,,,,,,,,,,,240.6643859741704,366.7480141626885,175.9900857797071,255.29280565660855
