,well,sample,depth,aft_age,aft_age_stderr_min,aft_age_stderr_plus,length_mean,length_std,simulated_AFT_min,simulated_AFT_max,GOF_aft_ages,age_error,modeled_age_prov_0_kinetic_param_0,modeled_age_prov_0_kinetic_param_1,modeled_age_prov_1_kinetic_param_0,modeled_age_prov_1_kinetic_param_1
4,NDW-01,NDW01-1,2649.5,132.92,33.75,45.08,11.54055405,1.935521126,69.18526333000503,331.01122886126404,0.6846629198218508,69.184959383171,,,,
5,NDW-01,NDW01-2,2813.0,23.65,13.04,29.02,10.02190685,2.519965172,49.74202728854696,218.59354226519326,0.5977385346475118,46.31711231021391,,,,
6,NDW-01,NDW01-3,1963.5,75.15164948,2.402837515,2.402837515,12.17000008,1.3735446930000001,209.98029935473687,377.6389234487106,9.516863524288566e-08,156.61286256470365,,,,
7,NDW-01,NDW01-4,2126.6,61.0976944,3.429599762,3.429599762,11.64359665,1.408172369,175.89121440518605,366.6949648329476,0.00036480680343510687,140.95124450758848,,,,
0,,,,,,,,,,,,,69.18526333000503,331.01122886126404,69.18526333000503,232.8906746523873
1,,,,,,,,,,,,,49.74202728854696,218.59354226519326,49.74202728854703,218.59354226519326
2,,,,,,,,,,,,,305.2429956931171,377.6389234487106,209.98029935473687,261.92353682672933
3,,,,,,,,,,,,,240.51622282927744,366.6949648329476,175.89121440518605,255.24711681211596
