,well,sample_id,sample_type,data_source,x_UTMED50,y_UTMED50,depth_top_AH,depth_bottom_AH,depth_top_TVD,depth_bottom_TVD,stratigraphy_code,stratigraphy,lithology,vitrinite_parameter,value_main,N_main,value_pop2,N_pop2,value_pop3,N_pop3,value_pop4,N_pop4,value_mean,value_std,N_total
119,HSW-01,unknown,unknown,Clyde_IGI_report,669242.0,5726649.0,960.0,960.0,914.0,914.0,,upper_NS,,R0,0.31999999284744263,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
120,HSW-01,unknown,unknown,Clyde_IGI_report,669242.0,5726649.0,1080.0,1080.0,1095.0,1095.0,,upper_NS,,R0,0.36000001430511475,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
121,HSW-01,unknown,unknown,Clyde_IGI_report,669242.0,5726649.0,1260.0,1260.0,1215.0,1215.0,,middle_NS,,R0,0.37000000476837158,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
122,HSW-01,unknown,unknown,Clyde_IGI_report,669242.0,5726649.0,1830.0,1830.0,1777.0,1777.0,,Brabant,,R0,0.44999998807907104,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
123,HSW-01,unknown,unknown,Clyde_IGI_report,669242.0,5726649.0,2040.0,2040.0,1980.0,1980.0,,Aalburg,,R0,0.49000000953674316,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
124,HSW-01,unknown,unknown,Clyde_IGI_report,669242.0,5726649.0,2250.0,2250.0,2181.0,2181.0,,Aalburg,,R0,0.54000002145767212,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
125,HSW-01,unknown,whole_rock,company_reports,669242.0,5726649.0,1050.0,1080.0,1049.9300537109375,1079.8199462890625,,no_info,,avg_reflectivity_R0,0.36000001430511475,13,-99999.0,-99999,-99999.0,-99999,0.0,0,0.40999999642372131,0.090000003576278687,20
126,HSW-01,unknown,whole_rock,company_reports,669242.0,5726649.0,1230.0,1260.0,1227.4599609375,1255.93994140625,,no_info,,avg_reflectivity_R0,0.37000000476837158,14,-99999.0,-99999,-99999.0,-99999,0.0,0,0.40999999642372131,0.11999999731779099,16
127,HSW-01,unknown,whole_rock,company_reports,669242.0,5726649.0,2030.0,2040.0,1995.5799560546875,2003.8499755859375,,no_info,,avg_reflectivity_R0,0.49000000953674316,4,-99999.0,-99999,-99999.0,-99999,0.0,0,0.49000000953674316,0.039999999105930328,4
128,HSW-01,unknown,whole_rock,company_reports,669242.0,5726649.0,2240.0,2250.0,2195.340087890625,2205.340087890625,,no_info,,avg_reflectivity_R0,0.54000002145767212,3,-99999.0,-99999,-99999.0,-99999,0.0,0,0.54000002145767212,0.019999999552965164,3
129,HVB-01,9874-001A,whole_rock,company_reports,646999.0,5708275.0,1480.0,1510.0,1443.3800048828125,1471.7099609375,,no_info,,avg_reflectivity_R0,0.63999998569488525,36,0.60000002384185791,16,0.75999999046325684,8,-99999.0,-99999,0.63999998569488525,0.10000000149011612,36
130,HVB-01,9874-002A,whole_rock,company_reports,646999.0,5708275.0,1690.0,1720.0,1642.3399658203125,1670.9100341796875,,no_info,,avg_reflectivity_R0,0.56000000238418579,33,0.5,8,0.67000001668930054,10,-99999.0,-99999,0.56000000238418579,0.12999999523162842,33
131,HVB-01,9874-003A,whole_rock,company_reports,646999.0,5708275.0,1720.0,1750.0,1670.9100341796875,1699.550048828125,,no_info,,avg_reflectivity_R0,0.5899999737739563,29,0.5,8,0.62999999523162842,3,0.85000002384185791,2,0.5899999737739563,0.20999999344348907,29
132,HVB-01,9874-004A,whole_rock,company_reports,646999.0,5708275.0,1750.0,1780.0,1699.550048828125,1728.280029296875,,no_info,,avg_reflectivity_R0,0.64999997615814209,46,0.49000000953674316,7,0.67000001668930054,19,0.93000000715255737,5,0.64999997615814209,0.15999999642372131,46
133,HVB-01,9874-005A,whole_rock,company_reports,646999.0,5708275.0,1870.0,1900.0,1814.260009765625,1842.68994140625,,no_info,,avg_reflectivity_R0,0.8399999737739563,49,0.81999999284744263,25,1.1399999856948853,8,-99999.0,-99999,0.8399999737739563,0.2199999988079071,49
134,HVB-01,9874-006A,whole_rock,company_reports,646999.0,5708275.0,1900.0,1930.0,1842.68994140625,1871.0899658203125,,no_info,,avg_reflectivity_R0,0.75,39,0.64999997615814209,8,0.87999999523162842,10,1.190000057220459,2,0.75,0.20000000298023224,39
135,HVB-01,9874-007A,whole_rock,company_reports,646999.0,5708275.0,2065.0,2080.0,2000.22998046875,2014.4100341796875,,no_info,,avg_reflectivity_R0,0.68000000715255737,33,0.47999998927116394,7,0.72000002861022949,8,0.93999999761581421,5,0.68000000715255737,0.20000000298023224,33
136,HVB-01,9874-008A,whole_rock,company_reports,646999.0,5708275.0,2080.0,2095.0,2014.4100341796875,2029.02001953125,,no_info,,avg_reflectivity_R0,0.76999998092651367,37,0.49000000953674316,7,0.8399999737739563,12,1.0900000333786011,5,0.76999998092651367,0.25,37
137,HVB-01,9874-009A,whole_rock,company_reports,646999.0,5708275.0,2095.0,2110.0,2029.02001953125,2043.239990234375,,no_info,,avg_reflectivity_R0,0.68000000715255737,31,0.68000000715255737,15,0.89999997615814209,6,0.0,0,0.68000000715255737,0.12999999523162842,31
138,HVB-01,unknown,unknown,Clyde_IGI_report,646999.0,5708275.0,1720.0,1720.0,1650.0,1650.0,,Posidonia,,R0,0.5,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
139,HVB-01,unknown,unknown,Clyde_IGI_report,646999.0,5708275.0,1780.0,1780.0,1708.0,1708.0,,Posidonia,,R0,0.49000000953674316,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
140,HVB-01,unknown,unknown,Clyde_IGI_report,646999.0,5708275.0,1900.0,1900.0,1822.0,1822.0,,Aalburg,,R0,0.5,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
141,HVB-01,unknown,unknown,Clyde_IGI_report,646999.0,5708275.0,1930.0,1930.0,1851.0,1851.0,,Aalburg,,R0,0.51999998092651367,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
142,HVB-01,unknown,unknown,Clyde_IGI_report,646999.0,5708275.0,2080.0,2080.0,1994.0,1994.0,,Sleen,,R0,0.49000000953674316,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
143,HVB-01,unknown,unknown,Clyde_IGI_report,646999.0,5708275.0,2095.0,2095.0,2008.0,2008.0,,Sleen,,R0,0.49000000953674316,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
144,HVB-01,unknown,unknown,Clyde_IGI_report,646999.0,5708275.0,2110.0,2110.0,2023.0,2023.0,,Sleen,,R0,0.47999998927116394,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
145,HVB-01,unknown,unknown,TNO-database,646999.0,5708275.0,1295.0,1295.0,1295.0,1295.0,,no_info,,Rr,0.27000001072883606,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
146,HVB-01,unknown,unknown,TNO-database,646999.0,5708275.0,1300.0,1300.0,1300.0,1300.0,,no_info,,Rr,0.60000002384185791,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
147,HVB-01,unknown,unknown,TNO-database,646999.0,5708275.0,1860.0,1860.0,1860.0,1860.0,,no_info,,Rr,0.93999999761581421,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
148,HVB-01,unknown,unknown,TNO-database,646999.0,5708275.0,1885.0,1885.0,1885.0,1885.0,,no_info,,Rr,1.2200000286102295,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
149,HVB-01,unknown,unknown,TNO-database,646999.0,5708275.0,1895.0,1895.0,1895.0,1895.0,,no_info,,Rr,1.0499999523162842,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
150,HVB-01,unknown,unknown,TNO-database,646999.0,5708275.0,1905.0,1905.0,1905.0,1905.0,,no_info,,Rr,0.93999999761581421,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
151,Joppe-1,unknown,unknown,Clyde_IGI_report,721181.0,5788358.0,1007.7999877929688,1007.7999877929688,1008.0,1008.0,,Carboniferous,,R0,0.87000000476837158,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
152,Joppe-1,unknown,unknown,Clyde_IGI_report,721181.0,5788358.0,1317.0,1317.0,1317.0,1317.0,,Carboniferous,,R0,1.1200000047683716,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
153,Joppe-1,unknown,unknown,Clyde_IGI_report,721181.0,5788358.0,1455.0,1455.0,1455.0,1455.0,,Carboniferous,,R0,1.440000057220459,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
154,KDK-01,unknown,unknown,Clyde_IGI_report,680102.0,5717896.0,770.0,770.0,717.0,717.0,,upper_NS,,R0,0.31999999284744263,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
155,KDK-01,unknown,unknown,Clyde_IGI_report,680102.0,5717896.0,1070.0,1070.0,994.0,994.0,,middle_NS,,R0,0.33000001311302185,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
156,KDK-01,unknown,unknown,Clyde_IGI_report,680102.0,5717896.0,1350.0,1350.0,1261.0,1261.0,,Brabant,,R0,0.34999999403953552,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
157,KDK-01,unknown,unknown,Clyde_IGI_report,680102.0,5717896.0,1480.0,1480.0,1387.0,1387.0,,Werkendam,,R0,0.40999999642372131,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
158,KDK-01,unknown,unknown,Clyde_IGI_report,680102.0,5717896.0,1530.0,1530.0,1436.0,1436.0,,Werkendam,,R0,0.49000000953674316,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
159,KDK-01,unknown,unknown,Clyde_IGI_report,680102.0,5717896.0,1580.0,1580.0,1486.0,1486.0,,Werkendam,,R0,0.52999997138977051,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
160,KDK-01,unknown,unknown,Clyde_IGI_report,680102.0,5717896.0,1670.0,1670.0,1576.0,1576.0,,Aalburg,,R0,0.47999998927116394,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
161,KDK-01,unknown,whole_rock,company_reports,680102.0,5717896.0,740.0,740.0,738.739990234375,767.3499755859375,,no_info,,avg_reflectivity_R0,0.31999999284744263,11,0.46000000834465027,1,-99999.0,-99999,0.0,0,0.33000001311302185,0.05000000074505806,17
162,KDK-01,unknown,whole_rock,company_reports,680102.0,5717896.0,1040.0,1070.0,1018.0,1045.5,,no_info,,avg_reflectivity_R0,0.33000001311302185,4,0.52999997138977051,2,0.70999997854232788,3,0.0,0,0.5,0.18000000715255737,9
163,KDK-01,unknown,whole_rock,company_reports,680102.0,5717896.0,1230.0,1260.0,1192.5899658203125,1220.22998046875,,no_info,,avg_reflectivity_R0,0.56000000238418579,6,-99999.0,-99999,-99999.0,-99999,0.0,0,0.56000000238418579,0.070000000298023224,6
164,KDK-01,unknown,whole_rock,company_reports,680102.0,5717896.0,1320.0,1350.0,1275.1700439453125,1302.6500244140625,,no_info,,avg_reflectivity_R0,0.34999999403953552,7,0.56000000238418579,2,-99999.0,-99999,0.0,0,0.38999998569488525,0.10000000149011612,9
165,KDK-01,unknown,whole_rock,company_reports,680102.0,5717896.0,1470.0,1480.0,1414.4599609375,1424.4599609375,,no_info,,avg_reflectivity_R0,0.40999999642372131,10,0.50999999046325684,3,-99999.0,-99999,0.0,0,0.43000000715255737,0.059999998658895493,13
166,KDK-01,unknown,whole_rock,company_reports,680102.0,5717896.0,1520.0,1530.0,1462.6600341796875,1470.949951171875,,no_info,,avg_reflectivity_R0,0.49000000953674316,11,0.62999999523162842,2,0.86000001430511475,1,0.0,0,0.54000002145767212,0.11999999731779099,14
167,KDK-01,unknown,whole_rock,company_reports,680102.0,5717896.0,1570.0,1580.0,1509.3199462890625,1519.3199462890625,,no_info,,avg_reflectivity_R0,0.52999997138977051,5,0.68000000715255737,4,-99999.0,-99999,0.0,0,0.60000002384185791,0.079999998211860657,9
168,KDK-01,unknown,whole_rock,company_reports,680102.0,5717896.0,1660.0,1670.0,1594.9599609375,1603.739990234375,,no_info,,avg_reflectivity_R0,0.47999998927116394,5,0.0,0,0.0,0,0.0,0,0.47999998927116394,0.059999998658895493,5
169,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,707.20001220703125,707.20001220703125,707.20001220703125,707.20001220703125,,no_info,,Rr,1.2200000286102295,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
170,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,724.59002685546875,724.59002685546875,724.59002685546875,724.59002685546875,,no_info,,Rr,1.2599999904632568,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
171,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,725.0,725.0,725.0,725.0,,no_info,,Rr,1.1299999952316284,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
172,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,752.219970703125,752.219970703125,752.219970703125,752.219970703125,,no_info,,Rr,1.3500000238418579,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
173,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,760.05999755859375,760.05999755859375,760.05999755859375,760.05999755859375,,no_info,,Rr,1.25,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
174,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,796.5,796.5,796.5,796.5,,no_info,,Rr,1.2799999713897705,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
175,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,805.25,805.25,805.25,805.25,,no_info,,Rr,1.3300000429153442,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
176,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,806.0,806.0,806.0,806.0,,no_info,,Rr,1.2799999713897705,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
177,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,812.46002197265625,812.46002197265625,812.46002197265625,812.46002197265625,,no_info,,Rr,1.3799999952316284,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
178,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,815.0,815.0,815.0,815.0,,no_info,,Rr,1.3200000524520874,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
179,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,829.3499755859375,829.3499755859375,829.3499755859375,829.3499755859375,,no_info,,Rr,1.3899999856948853,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
180,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,987.94000244140625,987.94000244140625,987.94000244140625,987.94000244140625,,no_info,,Rr,1.5499999523162842,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
181,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,1060.0,1060.0,1060.0,1060.0,,no_info,,Rr,1.5,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
182,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,1061.0999755859375,1061.0999755859375,1061.0999755859375,1061.0999755859375,,no_info,,Rr,1.6699999570846558,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
183,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,1081.949951171875,1081.949951171875,1081.949951171875,1081.949951171875,,no_info,,Rr,1.7300000190734863,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
184,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,1090.0,1090.0,1090.0,1090.0,,no_info,,Rr,1.3700000047683716,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
185,KES-10,unknown,unknown,TNO-database,712425.0,5686426.0,1090.6199951171875,1090.6199951171875,1090.6199951171875,1090.6199951171875,,no_info,,Rr,1.6799999475479126,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
186,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,492.10000610351562,492.20001220703125,492.10000610351562,492.20001220703125,,no_info,,Rr,0.67000001668930054,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
187,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,493.14999389648438,493.54998779296875,493.14999389648438,493.54998779296875,,no_info,,Rr,0.68000000715255737,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
188,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,493.20001220703125,493.5,493.20001220703125,493.5,,no_info,,Rr,0.68999999761581421,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
189,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,499.60000610351562,500.20001220703125,499.60000610351562,500.20001220703125,,no_info,,Rr,0.67000001668930054,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
190,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,507.91000366210938,508.25,507.91000366210938,508.25,,no_info,,Rr,0.67000001668930054,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
191,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,522.22998046875,522.44000244140625,522.22998046875,522.44000244140625,,no_info,,Rr,0.69999998807907104,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
192,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,531.5,531.79998779296875,531.5,531.79998779296875,,no_info,,Rr,0.67000001668930054,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
193,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,531.53997802734375,532.28997802734375,531.53997802734375,532.28997802734375,,no_info,,Rr,0.68999999761581421,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
194,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,534.239990234375,534.27001953125,534.239990234375,534.27001953125,,no_info,,Rr,0.68000000715255737,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
195,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,542.8800048828125,543.6199951171875,542.8800048828125,543.6199951171875,,no_info,,Rr,0.68999999761581421,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
196,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,554.6400146484375,555.05999755859375,554.6400146484375,555.05999755859375,,no_info,,Rr,0.69999998807907104,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
197,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,566.29998779296875,567.20001220703125,566.29998779296875,567.20001220703125,,no_info,,Rr,0.68000000715255737,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
198,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,585.33001708984375,585.6500244140625,585.33001708984375,585.6500244140625,,no_info,,Rr,0.72000002861022949,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
199,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,586.32000732421875,586.469970703125,586.32000732421875,586.469970703125,,no_info,,Rr,0.73000001907348633,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
200,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,590.03997802734375,590.19000244140625,590.03997802734375,590.19000244140625,,no_info,,Rr,0.73000001907348633,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
201,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,603.70001220703125,604.030029296875,603.70001220703125,604.030029296875,,no_info,,Rr,0.72000002861022949,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
202,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,610.78997802734375,611.29998779296875,610.78997802734375,611.29998779296875,,no_info,,Rr,0.74000000953674316,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
203,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,623.5,624.0999755859375,623.5,624.0999755859375,,no_info,,Rr,0.72000002861022949,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
204,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,623.5,624.17999267578125,623.5,624.17999267578125,,no_info,,Rr,0.73000001907348633,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
205,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,626.09002685546875,626.6400146484375,626.09002685546875,626.6400146484375,,no_info,,Rr,0.73000001907348633,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
206,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,656.29998779296875,656.6500244140625,656.29998779296875,656.6500244140625,,no_info,,Rr,0.74000000953674316,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
207,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,679.80999755859375,680.58001708984375,679.80999755859375,680.58001708984375,,no_info,,Rr,0.75999999046325684,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
208,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,680.8800048828125,681.54998779296875,680.8800048828125,681.54998779296875,,no_info,,Rr,0.76999998092651367,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
209,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,681.8800048828125,682.54998779296875,681.8800048828125,682.54998779296875,,no_info,,Rr,0.79000002145767212,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
210,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,681.9000244140625,682.5,681.9000244140625,682.5,,no_info,,Rr,0.75,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
211,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,683.5999755859375,683.95001220703125,683.5999755859375,683.95001220703125,,no_info,,Rr,0.76999998092651367,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
212,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,693.09002685546875,694.08001708984375,693.09002685546875,694.08001708984375,,no_info,,Rr,0.76999998092651367,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
213,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,695.08001708984375,695.25,695.08001708984375,695.25,,no_info,,Rr,0.75999999046325684,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
214,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,716.83001708984375,717.530029296875,716.83001708984375,717.530029296875,,no_info,,Rr,0.79000002145767212,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
215,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,732.16998291015625,733.17999267578125,732.16998291015625,733.17999267578125,,no_info,,Rr,0.79000002145767212,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
216,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,740.52001953125,741.05999755859375,740.52001953125,741.05999755859375,,no_info,,Rr,0.77999997138977051,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
217,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,748.969970703125,749.16998291015625,748.969970703125,749.16998291015625,,no_info,,Rr,0.75999999046325684,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
218,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,759.96002197265625,760.09002685546875,759.96002197265625,760.09002685546875,,no_info,,Rr,0.73000001907348633,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
219,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,771.29998779296875,772.19000244140625,771.29998779296875,772.19000244140625,,no_info,,Rr,0.79000002145767212,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
220,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,772.19000244140625,772.489990234375,772.19000244140625,772.489990234375,,no_info,,Rr,0.79000002145767212,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
221,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,785.9000244140625,786.70001220703125,785.9000244140625,786.70001220703125,,no_info,,Rr,0.74000000953674316,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
222,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,785.90997314453125,787.8699951171875,785.90997314453125,787.8699951171875,,no_info,,Rr,0.80000001192092896,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
223,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,794.58001708984375,795.02001953125,794.58001708984375,795.02001953125,,no_info,,Rr,0.79000002145767212,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
224,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,804.28997802734375,804.69000244140625,804.28997802734375,804.69000244140625,,no_info,,Rr,0.81000000238418579,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
225,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,822.6400146484375,823.239990234375,822.6400146484375,823.239990234375,,no_info,,Rr,0.80000001192092896,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
226,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,828.52001953125,829.739990234375,828.52001953125,829.739990234375,,no_info,,Rr,0.77999997138977051,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
227,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,836.530029296875,837.1400146484375,836.530029296875,837.1400146484375,,no_info,,Rr,0.80000001192092896,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
228,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,863.91998291015625,864.530029296875,863.91998291015625,864.530029296875,,no_info,,Rr,0.82999998331069946,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
229,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,865.469970703125,865.75,865.469970703125,865.75,,no_info,,Rr,0.82999998331069946,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
230,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,869.760009765625,870.5,869.760009765625,870.5,,no_info,,Rr,0.80000001192092896,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
231,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,872.8699951171875,873.4000244140625,872.8699951171875,873.4000244140625,,no_info,,Rr,0.81000000238418579,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
232,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,896.79998779296875,897.4000244140625,896.79998779296875,897.4000244140625,,no_info,,Rr,0.76999998092651367,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
233,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,906.1099853515625,906.96002197265625,906.1099853515625,906.96002197265625,,no_info,,Rr,0.8399999737739563,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
234,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,919.6500244140625,919.83001708984375,919.6500244140625,919.83001708984375,,no_info,,Rr,0.85000002384185791,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
235,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,936.6400146484375,937.489990234375,936.6400146484375,937.489990234375,,no_info,,Rr,0.8399999737739563,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
236,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,948.25,949.82000732421875,948.25,949.82000732421875,,no_info,,Rr,0.87000000476837158,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
237,KPK-01,unknown,unknown,TNO-database,702479.0,5653191.0,969.6199951171875,970.55999755859375,969.6199951171875,970.55999755859375,,no_info,,Rr,0.85000002384185791,-99999,0.0,0,0.0,0,0.0,0,0.0,0.0,0
