,type,code_group,code_fm,group_name,color,formation_name,system_period,epoch_bottom,epoch_top,stage_bottom,stage_top,age_bottom,age_top,notes,deposition_descr1,deposition_descr2,deposition_descr3,hydrogeology,thickness_mean,thickness_min,thickness_max,well_max_th,dominant_lithology,grain_size,congl,sand,silt,clay,shale,blackshale,lime,dolomite,carbonate,oolite,chalk,marl,anhydrite,halite,chert,tuff,volcanic,coal,organic,NP_zone_bottom,NP_zone_top,Foram_zone_bottom,Foram_zone_top,Litho_code_Rift2D,Filename_depth_base_deRooij,Filename_TNO2006
60,member,NL,NLLFG,Lower_North_Sea,brown,Gelinden,Paleocene,,,,,58.400001525878906,58.0,ages_JDW_db,marine,,,aquitard,0.0,0.0,0.0,0,marl,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
61,member,NL,NLLFS,Lower_North_Sea,brown,Heers,Paleocene,,,,,58.799999237060547,58.400001525878906,ages_JDW_db,marine,,,aquifer,0.0,0.0,0.0,0,sand,0.0,0.0,70.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,b_heers,
62,member,NL,NLLFL,Lower_North_Sea,brown,Swalmen,Paleocene,,,,,59.0,58.799999237060547,ages_JDW_db,marine,,,various,0.0,0.0,0.0,0,sand,0.0,0.0,60.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
63,member,AT,ATBRO,Altena,blue,Oisterwijk_Limestone,,,,,,159.14999389648438,156.64999389648438,ages_JDW_db,marine,,,unknown,0.0,0.0,0.0,0,limestone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
64,member,AT,ATBRU,Altena,blue,Upper_Brabant_Marl,,,,,,161.19999694824219,159.14999389648438,ages_JDW_db,marine,,,aquitard,0.0,0.0,0.0,0,marl,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
65,member,AT,ATBR3,Altena,blue,Upper_Brabant_Limest,,,,,,162.80000305175781,161.19999694824219,ages_JDW_db,marine,,,unknown,0.0,0.0,0.0,0,limestone,0.0,0.0,30.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
66,member,AT,ATBRM,Altena,blue,Middle_Brabant_Marl,Jurassic,Middle_Jurassic,Middle_Jurassic,Callovian,Callovian,164.0,162.80000305175781,ages_JDW_db,marine,,,aquitard,0.0,0.0,0.0,0,marl,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
67,member,AT,ATBR2,Altena,blue,Middle_Brabant_Limes,,,,,,164.69999694824219,164.0,ages_JDW_db,marine,,,unknown,0.0,0.0,0.0,0,limestone,0.0,0.0,30.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
68,member,AT,ATBRL,Altena,blue,Lower_Brabant_Marl,,,,,,165.39999389648438,164.69999694824219,ages_JDW_db,marine,,,aquitard,0.0,0.0,0.0,0,marl,0.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
69,member,AT,ATBR1,Altena,blue,Lower_Brabant_Limest,Jurassic,Middle_Jurassic,Middle_Jurassic,Bajocian,Bathonian,168.19999694824219,165.39999389648438,ages_JDW_db,marine,,,unknown,0.0,0.0,0.0,0,limestone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
70,member,AT,ATWDU,Altena,blue,Upper_Werkendam,,,,,,170.10000610351562,168.19999694824219,ages_JDW_db,marine,shallow,open,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
71,member,AT,ATWDM,Altena,blue,Middle_Werkendam,,,,,,170.60000610351562,170.10000610351562,ages_JDW_db,marine,shallow,open,aquifer,0.0,0.0,0.0,0,sand,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
72,member,AT,ATWDL,Altena,blue,Lower_Werkendam,,,,,,177.60000610351562,170.60000610351562,ages_JDW_db,marine,shallow,open,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
73,member,RN,RNKPU,Upper_Germanic_Trias,pink,Upper_Keuper_Claysto,,,,,,207.19999694824219,203.60000610351562,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,10.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
74,member,RN,RNKPD,Upper_Germanic_Trias,pink,Dolomitic_Keuper,,,,,,211.39999389648438,207.19999694824219,ages_JDW_db,,,,unknown,0.0,0.0,0.0,0,dolomite,0.0,0.0,20.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
75,member,RN,RNKPR,Upper_Germanic_Trias,pink,Red_Keuper_Claystone,,,,,,213.60000610351562,211.39999389648438,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
76,member,RN,RNKPE,Upper_Germanic_Trias,pink,Red_Keuper_Evaporite,,,,,,220.10000610351562,213.60000610351562,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,anhydrite,0.0,0.0,0.0,25.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
77,member,RN,RNKPM,Upper_Germanic_Trias,pink,Middle_Keuper_Clayst,,,,,,221.5,220.10000610351562,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,10.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
78,member,RN,RNKPS,Upper_Germanic_Trias,pink,Main_Keuper_Evaporit,,,,,,225.60000610351562,221.5,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,anhydrite,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
79,member,RN,RNKPL,Upper_Germanic_Trias,pink,Lower_Keuper_Claysto,,,,,,233.5,225.60000610351562,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
80,member,RN,RNKPC,Upper_Germanic_Trias,pink,Argillaceous_Keuper,,,,,,221.5,203.60000610351562,lumped_unit,,,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,5.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
81,member,RN,RNMUU,Upper_Germanic_Trias,pink,Upper_Muschelkalk,,,,,,237.0,233.5,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,dolomite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
82,member,RN,RNMUA,Upper_Germanic_Trias,pink,Middle_Muschelkalk_M,,,,,,238.89999389648438,237.0,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,marl,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
83,member,RN,RNMUE,Upper_Germanic_Trias,pink,Muschelkalk_Evaporit,,,,,,240.69999694824219,238.89999389648438,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,anhydrite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
84,member,RN,RNMUL,Upper_Germanic_Trias,pink,Lower_Muschelkalk,,,,,,244.0,240.69999694824219,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,limestone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
85,member,RN,RNMUC,Upper_Germanic_Trias,pink,Muschelkalk_Clayston,,,,,,238.89999389648438,233.5,lumped_unit_midupperMuschelkal,,,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,30.0,0.0,0.0,0.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
86,member,RN,RNROY,Upper_Germanic_Trias,pink,Upper_Röt_Fringe_C,,,,,,244.69999694824219,244.0,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,10.0,30.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
87,member,RN,RNROF,Upper_Germanic_Trias,pink,Röt_Fringe_Sandsto,,,,,,245.0,244.69999694824219,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,sand,0.0,0.0,70.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
88,member,RN,RNROL,Upper_Germanic_Trias,pink,Lower_Röt_Fringe_C,,,,,,245.5,245.0,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
89,member,RN,RNSOC,Upper_Germanic_Trias,pink,Solling_Claystone,,,,,,246.0,245.5,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,30.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
90,member,RN,RNSOB,Upper_Germanic_Trias,pink,Basal_Solling_Sandst,,,,,,246.19999694824219,246.0,ages_JDW_db,,,,aquifer,0.0,0.0,0.0,0,sand,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
91,member,RB,RBMDU,Lower_Germanic_Trias,purple,Upper_Detfurth_Sands,,,,,,247.60000610351562,247.19999694824219,ages_JDW_db,,,,aquifer,0.0,0.0,0.0,0,sand,0.0,0.0,60.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
92,member,RB,RBMDC,Lower_Germanic_Trias,purple,Detfurth_Claystone,,,,,,247.80000305175781,247.60000610351562,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
93,member,RB,RBMDL,Lower_Germanic_Trias,purple,Lower_Detfurth_Sands,,,,,,248.0,247.80000305175781,ages_JDW_db,,,,aquifer,0.0,0.0,0.0,0,sand,0.0,0.0,60.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
94,member,RB,RBMVU,Lower_Germanic_Trias,purple,Upper_Volpriehausen_,,,,,,248.5,248.0,ages_JDW_db,,,,aquifer,0.0,0.0,0.0,0,sand,0.0,0.0,60.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
95,member,RB,RBMVC,Lower_Germanic_Trias,purple,Volpriehausen_Clay-S,,,,,,248.69999694824219,248.5,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,silt,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
96,member,RB,RBMVL,Lower_Germanic_Trias,purple,Lower_Volpriehausen_,,,,,,249.30000305175781,248.69999694824219,ages_JDW_db,,,,aquifer,0.0,0.0,0.0,0,sand,0.0,0.0,70.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
97,member,RB,RBSHR,Lower_Germanic_Trias,purple,Rogenstein,,,,,,250.0,249.30000305175781,ages_JDW_db,,,,various,0.0,0.0,0.0,0,clay,0.0,0.0,30.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
98,member,RB,RBSHM,Lower_Germanic_Trias,purple,Main_Claystone,,,,,,251.0,250.0,ages_JDW_db,,,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,30.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
99,member,RB,RBSHN,Lower_Germanic_Trias,purple,Nederweert_Sandstone,,,,,,251.0,249.30000305175781,grades_into_rogestein_laterall,,,,aquifer,0.0,0.0,0.0,0,sand,0.0,30.0,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
100,member,NU,NUVIH,Upper_North_Sea,yellow,Heksenberg,Miocene,,,,,19.0,13.5,age_paper_Janssen1999,continental,,,various,0.0,0.0,0.0,0,coal,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,NN3,NN5,,,4,b_hek,brk-1
101,member,NU,NUVIG,Upper_North_Sea,yellow,Garzweiler_coal,Miocene,,,,,13.0,13.5,age_estimated,continental,,,aquitard,0.0,0.0,0.0,0,coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,NN3,,,,4,b_garzweiler,
102,member,NU,NUBX,Upper_North_Sea,yellow,Boxtel,,,,Holocene,Holocene,0.011699999682605267,0.0,,continental,eolian,,aquitard,0.0,0.0,0.0,0,silt,0.0,0.0,20.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3,,
103,member,NU,NUBE,Upper_North_Sea,yellow,Tegelen_gravel,,,,Upper_Pleistocene,Holocene,0.78100001811981201,0.0,,continental,fluvial,,aquifer,0.0,0.0,0.0,0,sand,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,b_teg,
104,member,NU,NUTEF,Upper_North_Sea,yellow,Belfeld_clay,,,,,,0.0,0.0,,continental,fluvial,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,20.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3,,
105,member,NU,NUSY,Upper_North_Sea,yellow,Stramproy,,,,Gelasian,Calabrian,1.8059999942779541,0.12600000202655792,age_Kemna2006,continental,fluvial,,aquifer,0.0,0.0,0.0,0,sand,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,b_belf,
106,member,NU,NUWA,Upper_North_Sea,yellow,Waalre,,,,Gelasian,Calabrian,2.5999999046325684,0.12600000202655792,age_Kemna2006,continental,fluvial,,aquifer,0.0,0.0,0.0,0,sand,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,b_veghel,
107,member,NU,NUEN,Upper_North_Sea,yellow,Nuenen,,,,,,0.0,0.0,,continental,various,,aquifer,0.0,0.0,0.0,0,silt,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2,b_nuenen,
108,member,NU,NUKOU,Upper_North_Sea,yellow,Upper_Brunnsum,,,,,,0.0,0.0,,continental,lacustrine,,aquitard,0.0,0.0,0.0,0,clay,0.0,0.0,0.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,3,b_obru,
109,member,NU,NUST,Upper_North_Sea,yellow,Sterksel_fm,,,,Ionian,Upper_Pleistocene,0.77999997138977051,0.011699999682605267,age_Kemna2006,continental,fluvial,,aquifer,0.0,0.0,0.0,0,sand,0.0,0.0,80.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,
